Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",22y 194d,24 (11-0-13 45.83%),1 (0.04),←,
26,"Bickley, Mark",29y 319d,176 (89-0-87 50.57%),56 (0.32),←,
24,"Burton, Brett",21y 46d,12 (5-0-7 41.67%),10 (0.83),←,
44,"Caven, Peter",29y 34d,131 (61-0-70 46.56%),53 (0.40),74 (40-0-34 54.05%),32 (0.43)
14,"Connell, Matthew",26y 320d,81 (36-0-45 44.44%),24 (0.30),78 (34-0-44 43.59%),24 (0.31)
9,"Edwards, Tyson",22y 317d,73 (38-0-35 52.05%),36 (0.49),←,
13,"Ellen, Shane",26y 169d,58 (27-0-31 46.55%),16 (0.28),47 (22-0-25 46.81%),15 (0.32)
36,"Goodwin, Simon",22y 175d,40 (26-0-14 65.00%),12 (0.30),←,
34,"Hart, Ben",24y 345d,170 (86-1-83 50.88%),32 (0.19),←,
1,"Herbert, Lucas",21y 279d,7 (2-0-5 28.57%),1 (0.14),←,
11,"James, Brett",26y 186d,94 (48-1-45 51.60%),45 (0.48),52 (31-0-21 59.62%),19 (0.37)
35,"Jameson, Rod",28y 354d,143 (75-1-67 52.80%),109 (0.76),←,
3,"Jarman, Darren",32y 142d,186 (109-0-77 58.60%),280 (1.51),77 (44-0-33 57.14%),158 (2.05)
5,"Koster, Kym",26y 138d,108 (63-1-44 58.80%),38 (0.35),70 (43-0-27 61.43%),25 (0.36)
27,"Liptak, Matthew",29y 50d,113 (56-1-56 50.00%),124 (1.10),←,
23,"McLeod, Andrew",22y 319d,91 (48-0-43 52.75%),94 (1.03),←,
15,"Pittman, David",30y 116d,127 (63-1-63 50.00%),34 (0.27),←,
32,"Ricciuto, Mark",24y 11d,140 (67-1-72 48.21%),90 (0.64),←,
10,"Robran, Matthew",28y 92d,97 (55-0-42 56.70%),97 (1.00),90 (51-0-39 56.67%),92 (1.02)
7,"Smart, Nigel",30y 29d,178 (88-1-89 49.72%),89 (0.50),←,
19,"Stevens, Mark",23y 237d,53 (34-0-19 64.15%),39 (0.74),32 (18-0-14 56.25%),19 (0.59)
29,"Thiessen, James",25y 129d,42 (20-0-22 47.62%),17 (0.40),35 (20-0-15 57.14%),14 (0.40)
Totals,Totals,26y 66d,2144 (1107-8-1029 51.63%),1297 (0.60),,
C,"Blight, Malcolm",49y 123d,225 (133-0-92 59.11%),,64 (38-0-26 59.38%),
