North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
18,"Atley, Shaun",24y 312d,149 (77-0-72 51.68%),26 (0.17),←,
50,"Brown, Ben",24y 244d,72 (40-0-32 55.56%),138 (1.92),←,
13,"Clarke, Ryan",20y 35d,16 (5-0-11 31.25%),6 (0.38),←,
10,"Cunnington, Ben",26y 22d,160 (84-0-76 52.50%),65 (0.41),←,
38,"Daw, Majak",26y 133d,31 (10-0-21 32.26%),30 (0.97),←,
14,"Dumont, Trent",22y 22d,34 (9-0-25 26.47%),14 (0.41),←,
24,"Durdin, Sam",21y 46d,3 (0-0-3 0.00%),,←,
27,"Garner, Taylor",23y 195d,30 (15-0-15 50.00%),19 (0.63),←,
43,"Gibson, Sam",31y 56d,125 (67-0-58 53.60%),50 (0.40),←,
4,"Higgins, Shaun",29y 140d,178 (84-1-93 47.47%),192 (1.08),49 (26-0-23 53.06%),64 (1.31)
8,"Hrovat, Nathan",23y 45d,47 (18-0-29 38.30%),25 (0.53),17 (4-0-13 23.53%),11 (0.65)
40,"Larkey, Nick",19y 46d,1 (0-0-1 0.00%),,←,
11,"McDonald, Luke",22y 163d,69 (37-0-32 53.62%),9 (0.13),←,
42,"Mountford, Declan",20y 159d,7 (0-0-7 0.00%),1 (0.14),←,
17,"Mullett, Aaron",25y 149d,81 (38-0-43 46.91%),31 (0.38),←,
26,"Nielson, Dan",21y 74d,3 (0-0-3 0.00%),,←,
21,"Simpkin, Jy",19y 139d,9 (1-0-8 11.11%),5 (0.56),←,
9,"Swallow, Andrew",30y 50d,219 (108-1-110 49.54%),79 (0.36),←,
16,"Thompson, Scott",31y 74d,195 (94-2-99 48.72%),6 (0.03),←,
30,"Waite, Jarrad",34y 168d,230 (95-4-131 42.17%),344 (1.50),46 (29-0-17 63.04%),92 (2.00)
36,"Williams, Josh",19y 40d,1 (0-0-1 0.00%),1 (1.00),←,
44,"Zurhaar, Cameron",19y 61d,2 (0-0-2 0.00%),,←,
Totals,Totals,24y 108d,1662 (782-8-872 47.05%),1041 (0.63),,
C,"Scott, Brad",41y 80d,174 (89-0-85 51.15%),,←,
