Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Bears Games (W-D-L W%),Brisbane Bears Goals (Ave.)
20,"Akermanis, Jason",19y 55d,18 (9-0-9 50.00%),15 (0.83),←,
10,"Ashcroft, Marcus",24y 207d,131 (39-1-91 30.15%),77 (0.59),←,
17,"Bartlett, Trent",19y 145d,12 (7-0-5 58.33%),1 (0.08),←,
25,"Bews, Andrew",31y 275d,248 (128-1-119 51.81%),134 (0.54),41 (18-0-23 43.90%),2 (0.05)
1,"Champion, Richard",28y 5d,98 (30-1-67 31.12%),34 (0.35),←,
5,"Chapman, Nathan",20y 348d,45 (13-0-32 28.89%),12 (0.27),←,
16,"Clarke, Matthew",22y 214d,48 (22-0-26 45.83%),4 (0.08),←,
14,"Dickfos, Danny",25y 202d,4 (3-0-1 75.00%),,←,
6,"Fletcher, Adrian",26y 192d,111 (50-0-61 45.05%),59 (0.53),66 (25-0-41 37.88%),39 (0.59)
32,"Hart, Shaun",24y 338d,86 (25-1-60 29.65%),64 (0.74),←,
41,"Kennedy, Matthew",26y 75d,93 (26-0-67 27.96%),22 (0.24),←,
18,"Lambert, Craig",27y 197d,156 (47-0-109 30.13%),65 (0.42),33 (14-0-19 42.42%),12 (0.36)
44,"Lappin, Nigel",19y 303d,40 (18-0-22 45.00%),26 (0.65),←,
23,"Leppitsch, Justin",20y 201d,28 (11-0-17 39.29%),23 (0.82),←,
11,"Lynch, Alastair",27y 305d,138 (53-0-85 38.41%),221 (1.60),18 (9-0-9 50.00%),48 (2.67)
42,"Lynch, Tristan",22y 241d,3 (2-0-1 66.67%),,←,
2,"McAdam, Gilbert",29y 20d,96 (51-1-44 53.65%),82 (0.85),43 (21-0-22 48.84%),34 (0.79)
22,"Scott, Chris",19y 352d,37 (16-0-21 43.24%),18 (0.49),←,
38,"Scott, Dion",26y 18d,46 (19-0-27 41.30%),32 (0.70),40 (18-0-22 45.00%),32 (0.80)
3,"Voss, Michael",20y 287d,59 (24-0-35 40.68%),51 (0.86),←,
33,"White, Darryl",22y 312d,72 (26-1-45 36.81%),79 (1.10),←,
Totals,Totals,24y 48d,1569 (619-6-944 39.45%),1019 (0.65),,
C,"Northey, John",52y 295d,260 (131-2-127 50.77%),,4 (3-0-1 75.00%),
