Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
3,"Bizzell, Clint",29y 11d,148 (65-1-82 44.26%),79 (0.53),73 (33-0-40 45.21%),7 (0.10)
25,"Brown, Nathan",28y 329d,111 (55-0-56 49.55%),29 (0.26),←,
32,"Bruce, Cameron",25y 282d,118 (61-0-57 51.69%),151 (1.28),←,
36,"Davey, Aaron",22y 29d,34 (21-0-13 61.76%),49 (1.44),←,
18,"Green, Brad",24y 118d,119 (62-0-57 52.10%),178 (1.50),←,
1,"Heffernan, Chris",26y 161d,143 (85-1-57 59.79%),48 (0.34),46 (18-0-28 39.13%),10 (0.22)
40,"Jamar, Mark",21y 334d,20 (8-0-12 40.00%),3 (0.15),←,
16,"Johnstone, Travis",24y 357d,116 (57-0-59 49.14%),89 (0.77),←,
23,"McDonald, James",28y 277d,147 (71-0-76 48.30%),39 (0.27),←,
7,"Miller, Brad",22y 3d,55 (27-0-28 49.09%),17 (0.31),←,
22,"Moloney, Brent",21y 162d,36 (20-1-15 56.94%),7 (0.19),13 (8-0-5 61.54%),1 (0.08)
9,"Neitz, David",30y 168d,259 (122-0-137 47.10%),525 (2.03),←,
8,"Nicholson, Alistair",27y 127d,105 (54-0-51 51.43%),3 (0.03),←,
28,"Read, Phillip",25y 262d,97 (47-2-48 49.48%),31 (0.32),23 (14-0-9 60.87%),7 (0.30)
27,"Rivers, Jared",20y 264d,37 (19-0-18 51.35%),,←,
24,"Robertson, Russell",26y 227d,159 (79-0-80 49.69%),266 (1.67),←,
12,"Sylvia, Colin",19y 243d,17 (10-0-7 58.82%),8 (0.47),←,
10,"Ward, Daniel",28y,98 (38-0-60 38.78%),25 (0.26),←,
31,"Wheatley, Paul",24y 88d,85 (47-0-38 55.29%),23 (0.27),←,
45,"Whelan, Matthew",25y 238d,98 (49-0-49 50.00%),10 (0.10),←,
34,"White, Jeff",28y 140d,199 (98-0-101 49.25%),85 (0.43),167 (85-0-82 50.90%),67 (0.40)
13,"Yze, Adem",27y 291d,225 (103-0-122 45.78%),186 (0.83),←,
Totals,Totals,25y 170d,2426 (1198-5-1223 49.38%),1851 (0.76),,
C,"Daniher, Neale",44y 144d,178 (89-0-89 50.00%),,←,
