Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
26,"Bickley, Mark",26y 267d,101 (49-0-52 48.51%),27 (0.27),←,
18,"Bond, Troy",22y 288d,41 (30-0-11 73.17%),29 (0.71),5 (4-0-1 80.00%),3 (0.60)
44,"Caven, Peter",25y 347d,62 (25-0-37 40.32%),31 (0.50),5 (4-0-1 80.00%),10 (2.00)
19,"Chalmers, Brett",23y 4d,32 (14-1-17 45.31%),5 (0.16),←,
37,"Edwards, Tyson",19y 265d,17 (9-0-8 52.94%),5 (0.29),←,
13,"Ellen, Shane",23y 117d,16 (9-0-7 56.25%),2 (0.13),5 (4-0-1 80.00%),1 (0.20)
34,"Hart, Ben",21y 293d,90 (44-1-45 49.44%),21 (0.23),←,
35,"Jameson, Rod",25y 302d,98 (51-1-46 52.55%),83 (0.85),←,
2,"Jarman, Andrew",30y 104d,98 (49-1-48 50.51%),79 (0.81),←,
3,"Jarman, Darren",29y 90d,114 (69-0-45 60.53%),140 (1.23),5 (4-0-1 80.00%),18 (3.60)
9,"Koster, Kym",23y 86d,43 (24-1-18 56.98%),17 (0.40),5 (4-0-1 80.00%),4 (0.80)
27,"Liptak, Matthew",25y 363d,86 (45-1-40 52.91%),104 (1.21),←,
10,"McDermott, Chris",32y 175d,113 (56-1-56 50.00%),25 (0.22),←,
11,"McGuinness, Tony",31y 357d,208 (98-3-107 47.84%),186 (0.89),99 (48-1-50 48.99%),78 (0.79)
23,"McLeod, Andrew",19y 267d,20 (11-0-9 55.00%),23 (1.15),←,
6,"Modra, Tony",27y 57d,68 (31-1-36 46.32%),270 (3.97),←,
16,"Pesch, Nick",21y 307d,25 (11-0-14 44.00%),14 (0.56),←,
15,"Pittman, David",27y 64d,61 (28-1-32 46.72%),17 (0.28),←,
32,"Ricciuto, Mark",20y 324d,66 (31-1-34 47.73%),50 (0.76),←,
5,"Robran, Matthew",25y 39d,32 (17-0-15 53.13%),19 (0.59),25 (13-0-12 52.00%),14 (0.56)
7,"Smart, Nigel",26y 342d,103 (50-1-52 49.03%),52 (0.50),←,
Totals,Totals,25y 108d,1494 (751-14-729 50.27%),1199 (0.80),,
C,"Shaw, Robert",41y 112d,113 (41-0-72 36.28%),,27 (13-0-14 48.15%),
