Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
8,"Bianco, Trent",21y 240d,22 (10-0-12 45.45%),8 (0.36),←,
14,"Cameron, Darcy",27y 61d,53 (26-1-26 50.00%),46 (0.87),52 (26-1-25 50.96%),46 (0.88)
46,"Cox, Mason",31y 187d,94 (53-0-41 56.38%),100 (1.06),←,
25,"Crisp, Jack",28y 350d,200 (101-2-97 51.00%),63 (0.31),182 (94-2-86 52.20%),53 (0.29)
7,"Daicos, Josh",23y 295d,77 (40-1-36 52.60%),41 (0.53),←,
35,"Daicos, Nick",19y 257d,25 (17-0-8 68.00%),7 (0.28),←,
2,"de Goey, Jordan",26y 186d,137 (71-2-64 52.55%),173 (1.26),←,
5,"Elliott, Jamie",30y 27d,155 (90-2-63 58.71%),227 (1.46),←,
33,"Ginnivan, Jack",19y 282d,28 (18-0-10 64.29%),46 (1.64),←,
32,"Hoskin-Elliott, Will",29y 15d,181 (82-2-97 45.86%),159 (0.88),129 (70-2-57 55.04%),117 (0.91)
38,"Howe, Jeremy",32y 80d,219 (87-2-130 40.18%),91 (0.42),119 (65-2-52 55.46%),11 (0.09)
40,"Johnson, Ash",24y 346d,9 (6-0-3 66.67%),15 (1.67),←,
15,"Kreuger, Nathan",23y 84d,7 (3-0-4 42.86%),4 (0.57),5 (2-0-3 40.00%),4 (0.80)
1,"Lipinski, Patrick",24y 62d,81 (48-0-33 59.26%),39 (0.48),25 (17-0-8 68.00%),9 (0.36)
37,"Maynard, Brayden",25y 362d,161 (80-2-79 50.31%),17 (0.11),←,
31,"McCreery, Beau",21y 151d,35 (19-0-16 54.29%),25 (0.71),←,
41,"Mihocek, Brody",29y 225d,102 (58-1-43 57.35%),165 (1.62),←,
30,"Moore, Darcy",26y 235d,126 (60-2-64 48.41%),67 (0.53),←,
28,"Murphy, Nathan",22y 276d,33 (20-0-13 60.61%),1 (0.03),←,
9,"Noble, John",25y 176d,69 (36-1-32 52.90%),4 (0.06),←,
10,"Pendlebury, Scott",34y 253d,358 (213-3-142 59.92%),185 (0.52),←,
3,"Quaynor, Isaac",22y 245d,59 (29-0-30 49.15%),3 (0.05),←,
22,"Sidebottom, Steele",31y 258d,289 (172-4-113 60.21%),186 (0.64),←,
Totals,Totals,26y 91d,2520 (1339-25-1156 53.13%),1672 (0.66),,
C,"McRae, Craig",48y 360d,25 (17-0-8 68.00%),,←,
