Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
18,"Bartlett, Trent",23y 199d,51 (24-2-25 49.02%),16 (0.31),12 (6-0-6 50.00%),8 (0.67)
17,"Brown, Nathan",22y 123d,62 (37-1-24 60.48%),45 (0.73),←,
19,"Contessa, Adam",23y 166d,29 (18-1-10 63.79%),6 (0.21),←,
16,"Croft, Matthew",27y 107d,120 (70-3-47 59.58%),47 (0.39),←,
11,"Curley, Todd",27y 150d,93 (49-2-42 53.76%),40 (0.43),90 (47-2-41 53.33%),39 (0.43)
14,"Darcy, Luke",24y 336d,109 (59-2-48 55.05%),78 (0.72),←,
21,"Dent, Matthew",28y 147d,106 (42-1-63 40.09%),18 (0.17),59 (38-1-20 65.25%),9 (0.15)
28,"Dimattina, Paul",25y 203d,77 (46-1-30 60.39%),33 (0.43),←,
10,"Eagleton, Nathan",21y 215d,70 (33-2-35 48.57%),62 (0.89),14 (7-0-7 50.00%),17 (1.21)
4,"Garlick, Simon",25y 63d,105 (61-1-43 58.57%),70 (0.67),61 (37-1-23 61.48%),43 (0.70)
3,"Grant, Chris",27y 182d,226 (122-4-100 54.87%),427 (1.89),←,
9,"Hudson, Paul",29y 328d,211 (127-1-83 60.43%),429 (2.03),77 (47-1-29 61.69%),165 (2.14)
25,"Hunter, Kingsley",25y 16d,56 (22-0-34 39.29%),89 (1.59),15 (8-0-7 53.33%),3 (0.20)
6,"Johnson, Brad",23y 330d,137 (72-3-62 53.65%),119 (0.87),←,
35,"Kretiuk, Steven",27y 344d,121 (71-2-48 59.50%),10 (0.08),←,
39,"Liberatore, Tony",34y 122d,241 (130-3-108 54.56%),93 (0.39),←,
27,"Penny, Luke",19y 125d,2 (0-0-2 0.00%),,←,
36,"Romero, Jose",28y 316d,194 (101-1-92 52.32%),162 (0.84),105 (52-1-52 50.00%),64 (0.61)
5,"Smith, Rohan",27y 12d,161 (88-3-70 55.59%),157 (0.98),←,
7,"West, Scott",25y 211d,161 (85-2-74 53.42%),62 (0.39),←,
1,"Wills, Andrew",28y 161d,147 (76-0-71 51.70%),127 (0.86),9 (5-0-4 55.56%),6 (0.67)
15,"Wynd, Scott",30y 139d,228 (119-4-105 53.07%),30 (0.13),←,
Totals,Totals,26y 99d,2707 (1452-39-1216 53.64%),2120 (0.78),,
C,"Wallace, Terry",41y 182d,96 (56-1-39 58.85%),,←,
