Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
32,"Bell, Peter",31y 92d,261 (148-0-113 56.70%),226 (0.87),138 (64-0-74 46.38%),106 (0.77)
21,"Black, Heath",28y 4d,176 (70-0-106 39.77%),74 (0.42),122 (48-0-74 39.34%),55 (0.45)
2,"Carr, Josh",27y 33d,159 (105-1-53 66.35%),86 (0.54),54 (28-0-26 51.85%),26 (0.48)
9,"Carr, Matthew",28y 154d,150 (63-1-86 42.33%),62 (0.41),122 (56-0-66 45.90%),60 (0.49)
10,"Cook, Troy",30y 293d,189 (89-0-100 47.09%),76 (0.40),146 (65-0-81 44.52%),65 (0.45)
15,"Crowley, Ryan",23y 88d,41 (23-0-18 56.10%),38 (0.93),←,
25,"Dodd, Steven",23y 346d,52 (28-0-24 53.85%),1 (0.02),←,
14,"Grover, Antoni",27y 82d,118 (54-0-64 45.76%),14 (0.12),←,
4,"Hasleby, Paul",25y 354d,155 (66-0-89 42.58%),96 (0.62),←,
43,"Hayden, Roger",26y 174d,68 (38-0-30 55.88%),5 (0.07),←,
11,"Headland, Des",26y 131d,139 (88-0-51 63.31%),136 (0.98),87 (48-0-39 55.17%),84 (0.97)
37,"Johnson, Michael",22y 224d,42 (25-0-17 59.52%),7 (0.17),←,
8,"McManus, Shaun",31y 112d,205 (82-0-123 40.00%),86 (0.42),←,
18,"McPharlin, Luke",25y 182d,102 (57-0-45 55.88%),63 (0.62),90 (49-0-41 54.44%),60 (0.67)
16,"Mundy, David",21y 316d,52 (29-0-23 55.77%),5 (0.10),←,
29,"Pavlich, Matthew",25y 152d,163 (73-0-90 44.79%),271 (1.66),←,
7,"Peake, Brett",23y 331d,33 (20-0-13 60.61%),16 (0.48),←,
31,"Sandilands, Aaron",24y 177d,88 (51-0-37 57.95%),25 (0.28),←,
6,"Solomon, Dean",27y 143d,167 (95-1-71 57.19%),61 (0.37),9 (3-0-6 33.33%),5 (0.56)
17,"Tarrant, Chris",26y 256d,171 (79-0-92 46.20%),319 (1.87),10 (4-0-6 40.00%),20 (2.00)
22,"Thornton, Scott",24y 263d,44 (23-0-21 52.27%),,←,
1,"Webster, Luke",25y 7d,33 (16-0-17 48.48%),11 (0.33),←,
Totals,Totals,26y 95d,2608 (1322-3-1283 50.69%),1678 (0.64),,
C,"Connolly, Chris",44y 68d,125 (66-0-59 52.80%),,124 (65-0-59 52.42%),
