Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",29y 273d,203 (78-2-123 38.92%),53 (0.26),←,
31,"Andrews, Harris",18y 247d,16 (3-0-13 18.75%),4 (0.25),←,
3,"Christensen, Allen",24y 88d,84 (52-0-32 61.90%),72 (0.86),19 (3-0-16 15.79%),16 (0.84)
26,"Cutler, Tom",20y 176d,15 (4-0-11 26.67%),3 (0.20),←,
24,"Dawson, Liam",19y 204d,7 (1-0-6 14.29%),1 (0.14),←,
46,"Evans, Billy",18y 300d,2 (1-0-1 50.00%),,←,
34,"Freeman, Jonathan",21y 110d,7 (2-0-5 28.57%),10 (1.43),←,
11,"Hanley, Pearce",26y 273d,104 (34-0-70 32.69%),41 (0.39),←,
12,"Martin, Stefan",28y 271d,91 (23-1-67 25.82%),32 (0.35),34 (9-0-25 26.47%),9 (0.26)
32,"Mayes, Sam",21y 87d,50 (18-0-32 36.00%),25 (0.50),←,
1,"McGuane, Luke",28y 184d,110 (38-4-68 36.36%),44 (0.40),5 (2-0-3 40.00%),5 (1.00)
25,"McStay, Daniel",20y 52d,26 (7-0-19 26.92%),23 (0.88),←,
21,"Merrett, Daniel",30y 246d,178 (75-3-100 42.98%),69 (0.39),←,
47,"OBrien, Zac",24y 292d,11 (3-0-8 27.27%),1 (0.09),←,
22,"Paparone, Marco",20y 346d,42 (10-0-32 23.81%),13 (0.31),←,
30,"Redden, Jack",24y 249d,128 (44-1-83 34.77%),52 (0.41),←,
10,"Rich, Daniel",25y 69d,120 (43-1-76 36.25%),76 (0.63),←,
5,"Robinson, Mitch",26y 69d,118 (54-1-63 46.19%),67 (0.57),18 (3-0-15 16.67%),9 (0.50)
38,"Rockliff, Tom",25y 174d,114 (38-0-76 33.33%),55 (0.48),←,
28,"Taylor, Lewis",20y 179d,41 (10-0-31 24.39%),26 (0.63),←,
13,"West, Trent",27y 302d,65 (45-0-20 69.23%),28 (0.43),11 (3-0-8 27.27%),5 (0.45)
15,"Zorko, Dayne",26y 187d,78 (28-0-50 35.90%),77 (0.99),←,
Totals,Totals,24y 50d,1610 (611-13-986 37.95%),772 (0.48),,
C,"Leppitsch, Justin",39y 318d,41 (10-0-31 24.39%),,←,
