Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
32,"Bell, Peter",30y 52d,232 (130-0-102 56.03%),203 (0.88),109 (46-0-63 42.20%),83 (0.76)
21,"Black, Heath",26y 329d,149 (53-0-96 35.57%),68 (0.46),95 (31-0-64 32.63%),49 (0.52)
2,"Carr, Josh",25y 358d,131 (90-1-40 69.08%),74 (0.56),26 (13-0-13 50.00%),14 (0.54)
9,"Carr, Matthew",27y 114d,120 (45-1-74 37.92%),51 (0.43),92 (38-0-54 41.30%),49 (0.53)
15,"Crowley, Ryan",22y 48d,16 (9-0-7 56.25%),12 (0.75),←,
25,"Dodd, Steven",22y 306d,22 (10-0-12 45.45%),1 (0.05),←,
33,"Farmer, Jeff",28y 302d,203 (93-0-110 45.81%),396 (1.95),85 (41-0-44 48.24%),137 (1.61)
14,"Grover, Antoni",26y 42d,97 (43-0-54 44.33%),14 (0.14),←,
4,"Hasleby, Paul",24y 314d,133 (55-0-78 41.35%),86 (0.65),←,
43,"Hayden, Roger",25y 134d,45 (24-0-21 53.33%),3 (0.07),←,
11,"Headland, Des",25y 91d,113 (73-0-40 64.60%),111 (0.98),61 (33-0-28 54.10%),59 (0.97)
37,"Johnson, Michael",21y 184d,15 (8-0-7 53.33%),1 (0.07),←,
20,"Longmuir, Justin",25y 91d,125 (51-0-74 40.80%),150 (1.20),←,
8,"McManus, Shaun",30y 72d,177 (66-0-111 37.29%),78 (0.44),←,
18,"McPharlin, Luke",24y 142d,74 (40-0-34 54.05%),57 (0.77),62 (32-0-30 51.61%),54 (0.87)
6,"Medhurst, Paul",24y 132d,91 (46-0-45 50.55%),159 (1.75),←,
16,"Mundy, David",20y 276d,21 (11-0-10 52.38%),1 (0.05),←,
23,"Parker, Shane",33y 63d,210 (79-0-131 37.62%),10 (0.05),←,
29,"Pavlich, Matthew",24y 112d,132 (55-0-77 41.67%),175 (1.33),←,
12,"Polak, Graham",21y 310d,64 (35-0-29 54.69%),8 (0.13),←,
31,"Sandilands, Aaron",23y 137d,61 (34-0-27 55.74%),14 (0.23),←,
3,"Schammer, Byron",20y 305d,57 (32-0-25 56.14%),18 (0.32),←,
Totals,Totals,25y 95d,2288 (1082-2-1204 47.29%),1690 (0.74),,
C,"Connolly, Chris",43y 28d,94 (48-0-46 51.06%),,93 (47-0-46 50.54%),
