Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Barry, Leo",2,,11,13,,,,3.0,,2.0,1.0,1.0,,,,3.0,10.0,,,3.0,,,
24,"Bolton, Jude",7,2,2,9,,1.0,,1.0,1.0,6.0,2.0,2.0,1.0,2.0,,4.0,6.0,,1.0,4.0,1.0,,
26,"Brockman, Leigh",5,2,2,7,,,4.0,,2.0,1.0,,1.0,,,,2.0,4.0,,,,,,
8,"Cresswell, Daryn",11,6,6,17,2,1.0,1.0,1.0,2.0,2.0,1.0,,,,,4.0,14.0,,2.0,,,,
28,"Crouch, Jared",8,2,2,10,,,,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,6.0,4.0,,,1.0,,,
6,"Dunkley, Andrew",5,4,5,10,,,,1.0,2.0,,2.0,,1.0,,,7.0,2.0,2.0,,3.0,,,
9,"Fixter, Ben",10,4,5,15,,,,1.0,5.0,3.0,2.0,,,,,7.0,7.0,2.0,,2.0,1.0,,
12,"Fosdike, Nic",14,3,10,24,,,,3.0,2.0,6.0,1.0,2.0,1.0,,,8.0,17.0,,,,,,
37,"Goodes, Adam",11,4,1,12,1,,10.0,4.0,2.0,5.0,5.0,4.0,2.0,3.0,,9.0,3.0,2.0,,8.0,1.0,,
14,"Kelly, Paul",14,4,5,19,1,1.0,,3.0,4.0,4.0,1.0,5.0,,3.0,1.0,10.0,9.0,2.0,1.0,2.0,4.0,,
17,"Kennelly, Tadhg",9,3,3,12,1,,,3.0,1.0,2.0,2.0,,,,,2.0,8.0,,1.0,1.0,,,
31,"Kirk, Brett",3,,9,12,,,,6.0,1.0,3.0,3.0,1.0,1.0,,,7.0,6.0,,,3.0,,,
4,"Mathews, Ben",8,5,10,18,,,,3.0,4.0,,,1.0,,,,5.0,12.0,1.0,,1.0,,,
13,"McPherson, Daniel",10,2,1,11,,1.0,,3.0,3.0,6.0,2.0,1.0,,,,3.0,8.0,,,2.0,,,
23,"Nicks, Matthew",12,3,2,14,1,2.0,1.0,5.0,2.0,3.0,,1.0,3.0,,,8.0,5.0,2.0,1.0,2.0,,,
5,"OKeefe, Ryan",9,7,5,14,2,4.0,,3.0,,2.0,,1.0,,,,4.0,9.0,1.0,4.0,1.0,,,
19,"OLoughlin, Michael",4,,7,11,2,,,1.0,,2.0,,4.0,,,,7.0,6.0,,,3.0,1.0,,
22,"Saddington, Jason",6,3,9,15,1,,,3.0,1.0,2.0,3.0,1.0,1.0,1.0,,10.0,5.0,2.0,1.0,2.0,,,
25,"Schauble, Andrew",7,4,6,13,,,,1.0,,2.0,,1.0,1.0,,,4.0,9.0,1.0,,4.0,1.0,,
7,"Seymour, Brad",6,8,12,18,,2.0,,3.0,,3.0,1.0,,,,,4.0,14.0,1.0,2.0,2.0,1.0,,
16,"Stevens, Scott",1,1,,1,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,
10,"Williams, Paul",12,2,6,18,1,2.0,,1.0,1.0,1.0,1.0,5.0,1.0,3.0,3.0,4.0,13.0,,,1.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,174,69,119,293,12,15.0,16.0,51.0,35.0,58.0,28.0,34.0,13.0,13.0,4.0,118.0,172.0,16.0,13.0,45.0,10.0,,
Opposition,Opposition,168,67,114,282,12,8.0,48.0,30.0,39.0,49.0,41.0,31.0,13.0,13.0,2.0,110.0,178.0,15.0,12.0,25.0,6.0,,
