Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
4,"Bontempelli, Marcus",22y 154d,91 (50-0-41 54.95%),84 (0.92),←,
17,"Boyd, Tom",22y 248d,51 (29-0-22 56.86%),47 (0.92),42 (26-0-16 61.90%),39 (0.93)
12,"Cordy, Zaine",21y 182d,35 (20-0-15 57.14%),8 (0.23),←,
9,"Crozier, Hayden",24y 124d,71 (32-0-39 45.07%),44 (0.62),2 (1-0-1 50.00%),
6,"Dahlhaus, Luke",25y 249d,143 (67-0-76 46.85%),109 (0.76),←,
31,"Dale, Bailey",21y 279d,36 (17-0-19 47.22%),31 (0.86),←,
35,"Daniel, Caleb",21y 294d,59 (35-0-24 59.32%),24 (0.41),←,
5,"Dunkley, Josh",21y 108d,30 (18-0-12 60.00%),19 (0.63),←,
44,"English, Tim",20y 260d,8 (3-0-5 37.50%),,←,
26,"Gowers, Billy",21y 321d,6 (2-0-4 33.33%),8 (1.33),←,
7,"Hunter, Lachie",23y 135d,89 (47-0-42 52.81%),47 (0.53),←,
39,"Johannisen, Jason",25y 170d,90 (44-0-46 48.89%),29 (0.32),←,
46,"Jong, Lin",24y 327d,56 (26-0-30 46.43%),28 (0.50),←,
27,"Lipinski, Patrick",19y 284d,3 (1-0-2 33.33%),4 (1.33),←,
11,"Macrae, Jack",23y 267d,105 (54-0-51 51.43%),25 (0.24),←,
16,"McLean, Toby",22y 86d,44 (26-0-18 59.09%),33 (0.75),←,
33,"Naughton, Aaron",18y 148d,6 (2-0-4 33.33%),,←,
20,"Richards, Ed",18y 298d,5 (2-0-3 40.00%),,←,
1,"Suckling, Matt",29y 276d,147 (101-0-46 68.71%),68 (0.46),45 (26-0-19 57.78%),17 (0.38)
3,"Wallis, Mitch",25y 185d,109 (50-0-59 45.87%),52 (0.48),←,
34,"Williams, Bailey",20y 199d,23 (11-0-12 47.83%),1 (0.04),←,
10,"Wood, Easton",28y 235d,131 (70-0-61 53.44%),18 (0.14),←,
Totals,Totals,22y 352d,1338 (707-0-631 52.84%),679 (0.51),,
C,"Beveridge, Luke",47y 247d,77 (46-0-31 59.74%),,←,
