Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Barker, John",13,11,2,15,3,2.0,1.0,,2.0,1.0,1.0,2.0,1.0,,,3.0,11.0,1.0,5.0,,,,
22,"Bowyer, Glen",17,9,6,23,,,,,4.0,2.0,2.0,1.0,2.0,1.0,,6.0,16.0,,,,1.0,,
17,"Chick, Daniel",12,,4,16,2,,,2.0,4.0,1.0,2.0,1.0,1.0,2.0,,8.0,6.0,,,1.0,1.0,,
25,"Clarke, Tim",5,1,3,8,,,,,2.0,3.0,,2.0,,,,2.0,6.0,,,1.0,1.0,,
9,"Crawford, Shane",13,5,6,19,2,3.0,1.0,5.0,,4.0,,2.0,1.0,1.0,,9.0,10.0,,1.0,,,,
24,"Croad, Trent",10,7,1,11,2,1.0,,,1.0,3.0,,1.0,,,,,11.0,,3.0,1.0,1.0,,
36,"Dent, Matthew",12,8,6,18,,,,,6.0,1.0,2.0,1.0,,,,3.0,14.0,,,2.0,1.0,,
19,"Dixon, Ben",20,10,2,22,2,,,,,6.0,,3.0,1.0,,,6.0,16.0,,1.0,3.0,1.0,,
34,"Graham, Mark",8,5,5,13,,,,,2.0,1.0,1.0,1.0,1.0,,,4.0,10.0,,,3.0,,,
5,"Harford, Daniel",15,11,11,26,,1.0,,,2.0,3.0,3.0,1.0,3.0,1.0,,8.0,19.0,1.0,,3.0,2.0,,
3,"Hay, Jonathan",11,3,5,16,,,,,4.0,1.0,,2.0,1.0,,,5.0,11.0,,,,,,
2,"Holland, Nick",,,,,,,,,,,,,,,,,,,,,,,
15,"Lord, Aaron",6,2,,6,1,,,1.0,,,1.0,,1.0,2.0,,3.0,3.0,,,2.0,,,
7,"McCabe, Luke",9,5,4,13,,,,1.0,1.0,1.0,,2.0,1.0,,,4.0,9.0,,,3.0,1.0,,
13,"Picioane, Lance",13,9,7,20,1,,,1.0,1.0,1.0,2.0,,,,2.0,4.0,15.0,2.0,,2.0,,,
20,"Rawlings, Jade",8,5,6,14,1,,,1.0,4.0,,1.0,2.0,,,,6.0,8.0,2.0,,3.0,,,
52,"Rehn, Shaun",10,5,5,15,,,8.0,1.0,,1.0,3.0,2.0,3.0,1.0,,7.0,8.0,,,4.0,,,
11,"Smith, Joel",19,7,4,23,,,,2.0,2.0,5.0,3.0,1.0,,3.0,,5.0,18.0,1.0,,,6.0,,
4,"Tallis, Rayden",11,5,4,15,,,,,1.0,4.0,,4.0,,1.0,1.0,5.0,9.0,1.0,,1.0,1.0,,
23,"Thompson, Nathan",9,7,2,11,1,,3.0,,1.0,3.0,1.0,1.0,1.0,,,3.0,8.0,,4.0,3.0,,,
21,"Vandenberg, Richard",3,2,1,4,1,,,1.0,1.0,,,,1.0,1.0,,3.0,2.0,,,,,,
30,"Woods, Tony",13,9,13,26,,,,3.0,2.0,6.0,4.0,,,,,7.0,20.0,,1.0,3.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,237,126,97,334,16,8.0,13.0,18.0,40.0,47.0,26.0,29.0,18.0,13.0,3.0,101.0,230.0,8.0,15.0,35.0,16.0,,
Opposition,Opposition,217,116,90,307,12,19.0,23.0,26.0,28.0,61.0,22.0,19.0,13.0,18.0,3.0,100.0,205.0,14.0,13.0,25.0,10.0,,
