Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
41,"Bentley, Greg",20y 89d,14 (7-0-7 50.00%),4 (0.29),←,
10,"Boak, Travis",18y 340d,3 (2-0-1 66.67%),,←,
20,"Brogan, Dean",28y 205d,92 (62-1-29 67.93%),31 (0.34),←,
7,"Burgoyne, Peter",29y 159d,197 (111-3-83 57.11%),184 (0.93),←,
8,"Burgoyne, Shaun",24y 259d,118 (79-0-39 66.95%),122 (1.03),←,
27,"Carlile, Alipate",20y 68d,2 (0-0-2 0.00%),,←,
25,"Cassisi, Domenic",24y 288d,96 (60-1-35 63.02%),41 (0.43),←,
35,"Cornes, Chad",27y 237d,174 (107-1-66 61.78%),136 (0.78),←,
18,"Cornes, Kane",24y 183d,129 (80-1-48 62.40%),55 (0.43),←,
33,"Ebert, Brett",23y 231d,68 (34-1-33 50.74%),87 (1.28),←,
5,"Lade, Brendon",30y 362d,184 (103-3-78 56.79%),151 (0.82),←,
12,"Lonie, Nathan",24y 125d,93 (33-0-60 35.48%),45 (0.48),29 (13-0-16 44.83%),10 (0.34)
22,"Mahoney, Josh",29y 249d,97 (48-0-49 49.48%),87 (0.90),67 (38-0-29 56.72%),77 (1.15)
4,"Motlop, Daniel",25y 113d,65 (26-1-38 40.77%),76 (1.17),18 (6-0-12 33.33%),23 (1.28)
36,"Pettigrew, Michael",22y 113d,45 (21-0-24 46.67%),22 (0.49),←,
15,"Rodan, David",23y 272d,79 (27-0-52 34.18%),62 (0.78),14 (8-0-6 57.14%),19 (1.36)
9,"Surjan, Jacob",21y 326d,36 (19-0-17 52.78%),7 (0.19),←,
6,"Thomson, Adam",20y 320d,16 (7-0-9 43.75%),7 (0.44),←,
28,"Thurstans, Toby",26y 327d,72 (44-1-27 61.81%),50 (0.69),←,
1,"Tredrea, Warren",28y 195d,202 (119-2-81 59.41%),443 (2.19),←,
39,"Westhoff, Justin",20y 279d,5 (2-0-3 40.00%),13 (2.60),←,
21,"Wilson, Michael",30y 228d,177 (94-4-79 54.24%),50 (0.28),←,
Totals,Totals,24y 342d,1964 (1085-19-860 55.24%),1673 (0.85),,
C,"Williams, Mark",48y 320d,203 (120-2-81 59.61%),,←,
