Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Boekhorst, Blaine",4,2,6,10,,,,3.0,2.0,,,3.0,2.0,,,6.0,4.0,,,,,,68.0
41,"Casboult, Levi",6,7,3,9,2,1.0,6.0,,1.0,,,3.0,1.0,2.0,,4.0,5.0,3.0,3.0,2.0,,1.0,90.0
9,"Cripps, Patrick",13,5,14,27,1,1.0,,8.0,1.0,3.0,10.0,6.0,3.0,5.0,3.0,17.0,11.0,2.0,1.0,1.0,,,86.0
30,"Curnow, Charlie",10,9,6,16,1,,,1.0,,5.0,,,,,,6.0,10.0,3.0,1.0,1.0,1.0,,94.0
35,"Curnow, Ed",7,3,8,15,,,,2.0,1.0,2.0,,1.0,,,,7.0,8.0,,1.0,1.0,,,85.0
15,"Docherty, Sam",21,11,7,28,,,,4.0,6.0,2.0,5.0,5.0,,,,9.0,17.0,2.0,1.0,3.0,2.0,,95.0
4,"Gibbs, Bryce",15,5,15,30,,2.0,,3.0,2.0,5.0,5.0,2.0,,,,9.0,20.0,,,1.0,1.0,1.0,87.0
32,"Graham, Nick",13,6,7,20,,,,4.0,3.0,3.0,2.0,5.0,,2.0,,6.0,16.0,,,2.0,,1.0,72.0
14,"Jones, Liam",7,3,1,8,,,,3.0,5.0,1.0,,2.0,3.0,1.0,,7.0,1.0,2.0,,10.0,,,100.0
8,"Kreuzer, Matthew",11,4,3,14,2,2.0,37.0,1.0,3.0,2.0,4.0,5.0,1.0,2.0,,8.0,5.0,1.0,1.0,6.0,,,83.0
13,"Lamb, Jed",,,,,,,,,,,,,1.0,,,,1.0,,,,,,4.0
22,"Marchbank, Caleb",10,5,1,11,,,,3.0,5.0,,,2.0,2.0,1.0,,5.0,7.0,,,1.0,,,94.0
3,"Murphy, Marc",11,7,15,26,,,,2.0,3.0,2.0,3.0,3.0,1.0,1.0,,4.0,22.0,,,,,1.0,93.0
5,"Petrevski-Seton, Sam",3,3,1,4,,,,3.0,,,,1.0,,,,1.0,3.0,,1.0,1.0,,,74.0
33,"Pickett, Jarrod",2,2,4,6,,,,2.0,,2.0,1.0,2.0,1.0,1.0,,2.0,5.0,,,2.0,2.0,,79.0
20,"Plowman, Lachie",2,1,9,11,,,,1.0,,,1.0,2.0,1.0,2.0,,7.0,5.0,1.0,,,,,95.0
1,"Silvagni, Jack",7,1,2,9,,1.0,,1.0,,2.0,,1.0,1.0,1.0,,3.0,6.0,,,1.0,,1.0,80.0
6,"Simpson, Kade",15,6,7,22,,1.0,,2.0,4.0,2.0,1.0,4.0,,1.0,,5.0,16.0,,1.0,1.0,,,98.0
16,"Smedts, Billie",4,2,4,8,,,,2.0,1.0,,1.0,2.0,1.0,2.0,,2.0,6.0,,,2.0,,,70.0
39,"Thomas, Dale",13,7,8,21,1,,,1.0,1.0,4.0,,4.0,2.0,2.0,,6.0,16.0,,1.0,2.0,,,86.0
23,"Weitering, Jacob",8,6,9,17,,,,1.0,4.0,1.0,,,,,,3.0,11.0,,,2.0,1.0,,81.0
46,"Wright, Matthew",12,8,4,16,1,1.0,,1.0,1.0,5.0,2.0,1.0,1.0,,,6.0,10.0,1.0,1.0,,,,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,194,103,134,328,8,10.0,43.0,48.0,43.0,41.0,35.0,54.0,21.0,23.0,3.0,123.0,205.0,15.0,12.0,39.0,7.0,5.0,
Opposition,Opposition,193,96,175,368,11,18.0,25.0,62.0,28.0,62.0,25.0,61.0,23.0,21.0,3.0,129.0,250.0,12.0,24.0,34.0,11.0,9.0,
