Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
27,"Barker, John",26y 145d,112 (39-1-72 35.27%),74 (0.66),57 (32-0-25 56.14%),61 (1.07)
33,"Barlow, Kris",27y 364d,45 (24-0-21 53.33%),25 (0.56),←,
22,"Bowyer, Glen",21y 198d,33 (21-0-12 63.64%),13 (0.39),←,
17,"Chick, Daniel",25y 154d,120 (59-2-59 50.00%),121 (1.01),←,
35,"Cox, Adrian",20y 309d,6 (2-0-4 33.33%),3 (0.50),←,
9,"Crawford, Shane",26y 308d,170 (85-2-83 50.59%),137 (0.81),←,
24,"Croad, Trent",21y 127d,75 (39-1-35 52.67%),72 (0.96),←,
19,"Dixon, Ben",24y 30d,86 (47-1-38 55.23%),124 (1.44),←,
34,"Graham, Mark",28y 123d,154 (71-2-81 46.75%),51 (0.33),←,
5,"Harford, Daniel",24y 117d,132 (62-1-69 47.35%),60 (0.45),←,
3,"Hay, Jonathan",21y 335d,75 (36-1-38 48.67%),9 (0.12),←,
14,"Hazell, Tim",20y 31d,2 (1-0-1 50.00%),2 (1.00),←,
8,"Johnson, Brett",19y 259d,14 (8-0-6 57.14%),3 (0.21),←,
37,"Lekkas, Angelo",25y 15d,101 (45-1-55 45.05%),37 (0.37),←,
15,"Lord, Aaron",25y 358d,118 (60-2-56 51.69%),141 (1.19),86 (37-1-48 43.60%),122 (1.42)
7,"McCabe, Luke",24y 338d,109 (53-1-55 49.08%),9 (0.08),←,
1,"Nicholls, Bill",20y 193d,4 (1-0-3 25.00%),5 (1.25),←,
13,"Picioane, Lance",21y 37d,27 (15-0-12 55.56%),7 (0.26),23 (14-0-9 60.87%),5 (0.22)
20,"Rawlings, Jade",23y 278d,62 (31-0-31 50.00%),21 (0.34),←,
11,"Smith, Joel",24y 72d,107 (56-1-50 52.80%),69 (0.64),49 (27-1-21 56.12%),18 (0.37)
4,"Tallis, Rayden",26y 35d,108 (51-0-57 47.22%),14 (0.13),←,
23,"Thompson, Nathan",23y 150d,57 (32-1-24 57.02%),82 (1.44),←,
Totals,Totals,23y 297d,1717 (838-17-862 48.81%),1079 (0.63),,
C,"Schwab, Peter",40y 295d,39 (23-0-16 58.97%),,←,
