North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
44,"Brayshaw, Mark",12,2,11,23,,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
14,"Buckley, Ben",14,3,6,20,,1.0,,,,,,,,1.0,,,,,,,,,
18,"Carey, Wayne",8,1,3,11,1,2.0,,2.0,,,,,4.0,2.0,,,,,,,,,
27,"Crocker, Darren",16,2,8,24,,2.0,,2.0,,,,,4.0,1.0,,,,,,,,,
5,"Dennis, Richard",3,2,9,12,1,,,,,,,,1.0,1.0,,,,,,,,,
6,"Fairley, Ian",9,3,1,10,2,1.0,1.0,,,,,,1.0,,,,,,,,,,
26,"Ishchenko, Alex",12,7,7,19,,,19.0,,,,,,5.0,,,,,,,,,,
9,"Larkin, Matthew",4,,4,8,,,,,,,,,2.0,1.0,,,,,,,,,
35,"Longmire, John",4,1,2,6,,,1.0,,,,,,1.0,1.0,,,,,,,,,
4,"Martyn, Mick",13,3,3,16,,1.0,,,,,,,5.0,1.0,,,,,,,,,
16,"McCarthy, John",6,1,5,11,1,,,,,,,,2.0,,,,,,,,,,
19,"McRae, Dean",9,2,2,11,,,,,,,,,,1.0,,,,,,,,,
3,"Rock, Anthony",16,5,4,20,1,,,1.0,,,,,,,,,,,,,,,
2,"Schwass, Wayne",15,2,5,20,2,1.0,,3.0,,,,,1.0,4.0,,,,,,,,,
24,"Sholl, Craig",9,3,2,11,,,1.0,4.0,,,,,2.0,2.0,,,,,,,,,
15,"Smith, Ross",7,1,4,11,,,,,,,,,1.0,,,,,,,,,,
32,"Smith, Shaun",6,6,6,12,1,1.0,,,,,,,,1.0,,,,,,,,,
1,"Spargo, Paul",9,2,2,11,,1.0,,1.0,,,,,,2.0,,,,,,,,,
17,"Staritski, Justin",3,1,6,9,,,,1.0,,,,,1.0,,,,,,,,,,
10,"Stevens, Anthony",12,1,1,13,,,,1.0,,,,,1.0,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,187,48,91,278,9,12.0,22.0,16.0,,,,,33.0,22.0,,,,,,,,,
Opposition,Opposition,224,98,136,360,16,20.0,23.0,38.0,,,,,22.0,33.0,6.0,,,,,,,,
