St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
30,"Beetham, Caydn",18y 92d,5 (1-0-4 20.00%),3 (0.60),←,
39,"Blake, Jason",19y 88d,6 (1-0-5 16.67%),2 (0.33),←,
3,"Burke, Nathan",30y 126d,284 (124-3-157 44.19%),102 (0.36),←,
41,"Campbell, Fred",20y 180d,12 (3-0-9 25.00%),7 (0.58),7 (0-0-7 0.00%),4 (0.57)
16,"Carr, Matthew",21y 165d,24 (7-1-16 31.25%),2 (0.08),←,
27,"Davis, Chad",20y 10d,12 (1-1-10 12.50%),9 (0.75),←,
6,"Delaney, Tony",24y 167d,57 (18-2-37 33.33%),24 (0.42),14 (1-1-12 10.71%),4 (0.29)
31,"Elliott, Tim",23y 273d,37 (17-0-20 45.95%),9 (0.24),←,
25,"Hall, Barry",23y 124d,64 (29-1-34 46.09%),83 (1.30),←,
35,"Harvey, Robert",28y 295d,232 (114-3-115 49.78%),135 (0.58),←,
7,"Hayes, Lenny",20y 149d,30 (9-1-20 31.67%),12 (0.40),←,
24,"Heatley, Jason",28y 111d,61 (34-0-27 55.74%),168 (2.75),58 (31-0-27 53.45%),160 (2.76)
8,"Hudghton, Max",23y 283d,77 (35-1-41 46.10%),3 (0.04),←,
5,"Jones, Austinn",23y 257d,118 (54-1-63 46.19%),95 (0.81),←,
36,"Knowles, Brett",22y 29d,24 (7-0-17 29.17%),6 (0.25),←,
1,"Peckett, Justin",27y 250d,149 (67-1-81 45.30%),17 (0.11),←,
17,"Plapp, Justin",22y 355d,24 (10-0-14 41.67%),25 (1.04),6 (0-0-6 0.00%),3 (0.50)
13,"Sierakowski, David",25y 165d,85 (39-1-45 46.47%),22 (0.26),←,
19,"Sziller, Steven",27y 179d,110 (52-1-57 47.73%),38 (0.35),←,
4,"Thompson, Andrew",27y 234d,80 (39-1-40 49.38%),61 (0.76),←,
32,"Traianidis, Jason",25y 217d,51 (23-0-28 45.10%),31 (0.61),←,
33,"Walton, Ben",20y 212d,21 (8-1-12 40.48%),14 (0.67),←,
Totals,Totals,23y 329d,1563 (692-19-852 44.27%),868 (0.56),,
C,"Watson, Tim",38y 334d,36 (11-1-24 31.94%),,←,
