Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",4,3,3,7,,,,,2.0,,,4.0,1.0,4.0,,3.0,4.0,1.0,,3.0,,,69.0
16,"Brown, Leigh",4,2,2,6,1,,,1.0,1.0,1.0,,3.0,1.0,2.0,,3.0,3.0,,,,,,86.0
27,"Edwards, Aaron",11,8,3,14,1,,,1.0,,3.0,,3.0,1.0,1.0,,8.0,7.0,3.0,2.0,,,,85.0
24,"Firrito, Michael",6,1,5,11,1,,,5.0,3.0,1.0,,3.0,1.0,1.0,,6.0,5.0,,,6.0,3.0,,73.0
38,"Gibson, Josh",5,5,11,16,,,,3.0,2.0,1.0,1.0,3.0,1.0,1.0,,3.0,12.0,,,6.0,,,82.0
6,"Grant, Shannon",9,5,8,17,1,,,2.0,1.0,2.0,5.0,3.0,,1.0,,9.0,9.0,,1.0,2.0,,,87.0
31,"Hale, David",5,3,3,8,,,1.0,1.0,,,,2.0,,2.0,,5.0,3.0,2.0,1.0,,,,79.0
4,"Harris, Daniel",7,3,7,14,,,,3.0,2.0,2.0,3.0,2.0,,1.0,,8.0,6.0,,,1.0,1.0,1.0,70.0
29,"Harvey, Brent",3,,4,7,1,,,1.0,,1.0,2.0,1.0,1.0,1.0,,4.0,3.0,,,,1.0,,75.0
21,"Jones, Corey",6,6,6,12,,,,3.0,3.0,,1.0,4.0,1.0,2.0,,6.0,7.0,1.0,,1.0,1.0,,92.0
1,"McIntosh, Hamish",5,,3,8,1,,10.0,1.0,,,1.0,1.0,,,,5.0,2.0,,,1.0,,,89.0
42,"McMahon, Scott",5,3,2,7,,,,3.0,3.0,1.0,1.0,,1.0,,,3.0,4.0,,,1.0,5.0,1.0,75.0
20,"Petrie, Drew",6,5,2,8,1,,7.0,3.0,1.0,4.0,,3.0,1.0,3.0,,3.0,5.0,,1.0,6.0,,,100.0
30,"Pratt, Daniel",14,5,3,17,,,,2.0,6.0,4.0,1.0,9.0,2.0,6.0,,5.0,11.0,,,1.0,3.0,,86.0
3,"Rawlings, Brady",8,,7,15,,,,6.0,,4.0,1.0,2.0,2.0,1.0,,5.0,10.0,,,,,,77.0
32,"Sansbury, Eddie",6,2,7,13,,1.0,,2.0,,2.0,,8.0,,2.0,,3.0,10.0,,,1.0,1.0,,78.0
7,"Simpson, Adam",20,3,7,27,,,2.0,2.0,2.0,2.0,9.0,6.0,3.0,1.0,,15.0,13.0,,,2.0,,,84.0
9,"Sinclair, Jess",9,2,8,17,,,,2.0,5.0,4.0,,1.0,1.0,,,2.0,15.0,,,,3.0,,76.0
10,"Smith, Jesse",5,4,10,15,,,,2.0,2.0,2.0,,5.0,,2.0,,2.0,14.0,,,,3.0,,90.0
19,"Swallow, Andrew",4,,8,12,,,,6.0,,1.0,1.0,3.0,,1.0,,6.0,5.0,,,2.0,,,65.0
36,"Watt, Shannon",2,,5,7,,,,,2.0,1.0,,1.0,,1.0,,4.0,3.0,,,7.0,,,99.0
8,"Wells, Daniel",7,3,10,17,1,,,3.0,,2.0,2.0,1.0,1.0,1.0,,5.0,12.0,,,1.0,3.0,,84.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,151,63,124,275,8,2.0,20.0,52.0,35.0,38.0,28.0,68.0,18.0,34.0,,113.0,163.0,7.0,5.0,41.0,24.0,2.0,
Opposition,Opposition,220,122,187,407,23,18.0,43.0,64.0,30.0,65.0,36.0,45.0,33.0,18.0,,140.0,272.0,18.0,23.0,54.0,28.0,18.0,
