Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
29,"Beaumont, Simon",27y 134d,135 (70-0-65 51.85%),80 (0.59),←,
16,"Camporeale, Scott",27y 258d,175 (99-0-76 56.57%),156 (0.89),←,
13,"Davies, Justin",19y 293d,9 (2-0-7 22.22%),4 (0.44),←,
25,"Fevola, Brendan",22y 96d,46 (24-0-22 52.17%),87 (1.89),←,
14,"Fisher, Brad",19y 17d,4 (2-0-2 50.00%),5 (1.25),←,
11,"French, Barnaby",27y 152d,67 (36-1-30 54.48%),21 (0.31),5 (2-0-3 40.00%),1 (0.20)
9,"Hickmott, Adrian",31y 27d,174 (103-0-71 59.20%),123 (0.71),124 (71-0-53 57.26%),99 (0.80)
33,"Houlihan, Ryan",21y 95d,59 (27-0-32 45.76%),58 (0.98),←,
27,"Hulme, Darren",25y 290d,88 (45-0-43 51.14%),48 (0.55),←,
43,"Koutoufides, Anthony",30y 98d,198 (118-1-79 59.85%),176 (0.89),←,
12,"Lappin, Matthew",27y 68d,153 (76-1-76 50.00%),163 (1.07),98 (48-0-50 48.98%),137 (1.40)
4,"Livingston, Luke",20y 173d,19 (3-0-16 15.79%),1 (0.05),←,
41,"McCormick, Jonathon",22y 31d,5 (2-0-3 40.00%),2 (0.40),←,
5,"McKay, Andrew",32y 286d,227 (129-1-97 57.05%),28 (0.12),←,
2,"McKernan, Corey",29y 128d,207 (123-0-84 59.42%),274 (1.32),25 (4-0-21 16.00%),41 (1.64)
18,"Murphy, Justin",27y 2d,134 (61-0-73 45.52%),112 (0.84),104 (46-0-58 44.23%),94 (0.90)
28,"Prendergast, Ian",22y 236d,23 (9-0-14 39.13%),5 (0.22),←,
36,"Sporn, Trent",20y 215d,13 (4-0-9 30.77%),2 (0.15),←,
32,"Thornton, Bret",19y 162d,16 (4-0-12 25.00%),,←,
30,"Waite, Jarrad",20y 81d,5 (2-0-3 40.00%),3 (0.60),←,
8,"Whitnall, Lance",23y 246d,131 (67-0-64 51.15%),259 (1.98),←,
34,"Wiggins, Simon",20y 227d,29 (9-0-20 31.03%),9 (0.31),←,
Totals,Totals,24y 167d,1917 (1015-4-898 52.95%),1616 (0.84),,
C,"Pagan, Denis",55y 214d,245 (152-0-93 62.04%),,5 (2-0-3 40.00%),
