Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
27,"Baird, John",22y 340d,22 (11-1-10 52.27%),5 (0.23),←,
16,"Brown, Leigh",21y 83d,71 (22-1-48 31.69%),25 (0.35),8 (3-1-4 43.75%),5 (0.63)
22,"Burton, Matthew",32y 363d,139 (57-0-82 41.01%),63 (0.45),69 (35-0-34 50.72%),31 (0.45)
23,"Clayton, Shane",24y 205d,109 (56-1-52 51.83%),52 (0.48),91 (54-1-36 59.89%),51 (0.56)
2,"Colbert, Leigh",27y 344d,164 (92-2-70 56.71%),63 (0.38),59 (30-1-28 51.69%),13 (0.22)
6,"Grant, Shannon",26y 28d,180 (106-2-72 59.44%),198 (1.10),122 (74-1-47 61.07%),160 (1.31)
39,"Harding, Leigh",22y 21d,32 (15-1-16 48.44%),50 (1.56),←,
29,"Harvey, Brent",25y 3d,137 (84-1-52 61.68%),158 (1.15),←,
21,"Jones, Corey",22y 80d,24 (9-0-15 37.50%),14 (0.58),←,
34,"King, David",31y 71d,206 (128-1-77 62.38%),122 (0.59),←,
35,"Makepeace, Troy",24y 72d,70 (35-1-34 50.71%),18 (0.26),←,
32,"Morrell, Digby",23y 219d,33 (16-1-16 50.00%),40 (1.21),←,
20,"Petrie, Drew",20y 214d,27 (11-1-15 42.59%),21 (0.78),←,
17,"Porter, Mark",26y 218d,84 (42-1-41 50.60%),20 (0.24),29 (14-1-14 50.00%),7 (0.24)
3,"Rawlings, Brady",21y 341d,57 (34-0-23 59.65%),22 (0.39),←,
30,"Robbins, Ben",26y 141d,82 (40-3-39 50.61%),17 (0.21),30 (15-1-14 51.67%),3 (0.10)
7,"Simpson, Adam",27y 90d,167 (105-1-61 63.17%),53 (0.32),←,
9,"Sinclair, Jess",24y 264d,91 (31-1-59 34.62%),46 (0.51),41 (18-1-22 45.12%),20 (0.49)
10,"Stevens, Anthony",31y 319d,260 (157-1-102 60.58%),116 (0.45),←,
40,"Teague, David",22y 12d,29 (15-0-14 51.72%),4 (0.14),←,
1,"Watson, Ashley",19y 52d,1 (0-0-1 0.00%),,←,
36,"Watt, Shannon",22y 172d,34 (16-1-17 48.53%),4 (0.12),←,
Totals,Totals,24y 315d,2019 (1082-21-916 53.59%),1111 (0.55),,
C,"Laidley, Dani",36y 51d,8 (3-1-4 43.75%),,←,
