Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Bayes, Mark",20.0,4.0,9.0,29,1.0,,,1.0,,,,,,,1.0,,,,,,,,
13,"Brunton, Neil",5.0,1.0,8.0,13,,,,2.0,,,,,2.0,1.0,,,,,,,,,
26,"Caven, Peter",,,1.0,1,,,,2.0,,,,,1.0,,,,,,,,,,
42,"Chapman, Wade",8.0,1.0,,8,,1.0,,,,,,,1.0,,,,,,,,,,
28,"Cresswell, Daryn",15.0,1.0,7.0,22,1.0,1.0,,5.0,,,,,1.0,,,,,,,,,,
5,"Daniels, Jayson",16.0,2.0,5.0,21,,,,4.0,,,,,1.0,2.0,,,,,,,,,
37,"Filandia, Peter",10.0,,8.0,18,2.0,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
21,"Hepburn, Mark",2.0,3.0,8.0,10,,,,,,,,,1.0,1.0,,,,,,,,,
47,"Higgins, Leon",9.0,3.0,8.0,17,,,,4.0,,,,,1.0,3.0,,,,,,,,,
14,"Kelly, Paul",13.0,3.0,13.0,26,1.0,1.0,,2.0,,,,,1.0,2.0,3.0,,,,,,,,
24,"Kickett, Derek",11.0,1.0,10.0,21,,1.0,,3.0,,,,,3.0,1.0,,,,,,,,,
1,"Lawson, Jamie",3.0,1.0,5.0,8,1.0,,,1.0,,,,,,1.0,,,,,,,,,
3,"Lewis, Dale",8.0,2.0,5.0,13,7.0,1.0,,2.0,,,,,2.0,1.0,,,,,,,,,
34,"Luff, Troy",11.0,6.0,5.0,16,,,1.0,3.0,,,,,1.0,2.0,,,,,,,,,
4,"McRae, Dean",4.0,1.0,6.0,10,,1.0,,3.0,,,,,1.0,,,,,,,,,,
8,"Minton-Connell, Simon",5.0,3.0,6.0,11,4.0,,,2.0,,,,,,,,,,,,,,,
17,"Mooney, Jason",4.0,,1.0,5,,,,,,,,,1.0,,,,,,,,,,
23,"Neill, Robert",7.0,3.0,7.0,14,,,,2.0,,,,,2.0,1.0,,,,,,,,,
22,"Rose, Gavin",7.0,3.0,14.0,21,,,14.0,4.0,,,,,5.0,2.0,,,,,,,,,
10,"Watters, Scott",12.0,1.0,18.0,30,,,,1.0,,,,,1.0,,,,,,,,,,
27,"Wheeler, Sanford",8.0,2.0,12.0,20,,,,2.0,,,,,1.0,1.0,,,,,,,,,
Totals,Totals,178.0,41.0,156.0,334,17.0,7.0,15.0,45.0,,,,,27.0,19.0,4.0,,,,,,,,
Opposition,Opposition,191.0,61.0,95.0,286,16.0,14.0,27.0,30.0,,,,,19.0,27.0,2.0,,,,,,,,
