Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
40,"Bentick, Adam",19y 334d,6 (3-0-3 50.00%),,←,
19,"Betts, Eddie",18y 168d,7 (2-1-4 35.71%),10 (1.43),←,
16,"Camporeale, Scott",29y 275d,219 (113-0-106 51.60%),195 (0.89),←,
7,"Davies, Justin",21y 310d,37 (10-1-26 28.38%),17 (0.46),←,
26,"De Luca, Adrian",22y 363d,30 (12-1-17 41.67%),14 (0.47),←,
25,"Fevola, Brendan",24y 113d,89 (37-1-51 42.13%),212 (2.38),←,
11,"French, Barnaby",29y 169d,106 (47-2-57 45.28%),30 (0.28),44 (13-1-30 30.68%),10 (0.23)
33,"Houlihan, Ryan",23y 112d,105 (40-1-64 38.57%),78 (0.74),←,
10,"Johnson, Brett",23y 197d,65 (31-1-33 48.46%),17 (0.26),27 (10-1-16 38.89%),7 (0.26)
43,"Koutoufides, Anthony",32y 115d,235 (129-2-104 55.32%),199 (0.85),←,
12,"Lappin, Matthew",29y 85d,200 (90-2-108 45.50%),208 (1.04),145 (62-1-82 43.10%),182 (1.26)
20,"McGrath, Cory",26y 98d,45 (26-1-18 58.89%),16 (0.36),17 (8-1-8 50.00%),2 (0.12)
28,"Prendergast, Ian",24y 253d,54 (17-0-37 31.48%),13 (0.24),←,
29,"Scotland, Heath",24y 296d,81 (35-0-46 43.21%),26 (0.32),28 (12-0-16 42.86%),14 (0.50)
6,"Simpson, Kade",21y 8d,10 (5-0-5 50.00%),1 (0.10),←,
24,"Stevens, Nick",25y 130d,155 (85-3-67 55.81%),88 (0.57),28 (11-1-16 41.07%),10 (0.36)
15,"Teague, David",24y 8d,63 (30-1-32 48.41%),5 (0.08),30 (12-1-17 41.67%),1 (0.03)
32,"Thornton, Bret",21y 179d,57 (17-0-40 29.82%),1 (0.02),←,
30,"Waite, Jarrad",22y 98d,37 (10-1-26 28.38%),34 (0.92),←,
1,"Walker, Andrew",18y 360d,21 (8-1-12 40.48%),4 (0.19),←,
8,"Whitnall, Lance",25y 263d,165 (80-1-84 48.79%),300 (1.82),←,
34,"Wiggins, Simon",22y 244d,57 (17-1-39 30.70%),13 (0.23),←,
Totals,Totals,24y 74d,1844 (844-21-979 45.77%),1481 (0.80),,
C,"Pagan, Denis",57y 231d,292 (166-1-125 57.02%),,52 (16-1-35 31.73%),
