St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Beveridge, Luke",9,3,2,11,2,2.0,,2.0,,,,,1.0,,,,,,,,,,
2,"Brown, Tony",15,4,8,23,,,,,,,,,2.0,,,,,,,,,,
3,"Burke, Nathan",14,3,8,22,,,,3.0,,,,,,1.0,,,,,,,,,
30,"Coghlan, Glen",2,1,3,5,,,,1.0,,,,,1.0,,,,,,,,,,
42,"Cook, Brett",2,1,2,4,,,4.0,2.0,,,,,,2.0,,,,,,,,,
18,"Cripps, Jason",7,2,3,10,,,,,,,,,,1.0,,,,,,,,,
34,"Daniels, Jayson",1,,2,3,,,,,,,,,,2.0,,,,,,,,,
10,"Everitt, Peter",12,3,4,16,2,,22.0,1.0,,,,,2.0,3.0,,,,,,,,,
21,"Gray, Troy",9,2,3,12,,,,2.0,,,,,1.0,,,,,,,,,,
35,"Harvey, Robert",17,5,14,31,1,,,1.0,,,,,,,,,,,,,,,
6,"Healy, Daniel",8,2,4,12,,2.0,,1.0,,,,,,,,,,,,,,,
24,"Heatley, Jason",9,5,2,11,2,2.0,,,,,,,,,,,,,,,,,
5,"Jones, Austinn",8,,9,17,1,,,2.0,,,,,1.0,,,,,,,,,,
23,"Loewe, Stewart",14,14,7,21,3,,,1.0,,,,,,,2.0,,,,,,,,
1,"Peckett, Justin",5,1,3,8,,,,1.0,,,,,1.0,2.0,,,,,,,,,
31,"Shanahan, Jamie",2,1,4,6,,,,,,,,,,1.0,,,,,,,,,
4,"Smith, Joel",13,8,6,19,3,1.0,,,,,,,,2.0,,,,,,,,,
29,"Thompson, Andrew",8,3,10,18,,1.0,,1.0,,,,,1.0,,,,,,,,,,
32,"Traianidis, Jason",7,2,7,14,,,,4.0,,,,,1.0,,,,,,,,,,
7,"Winmar, Nicky",17,5,13,30,1,,,2.0,,,,,2.0,2.0,,,,,,,,,
20,"Young, Matthew",7,2,8,15,,,,,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,186,67,122,308,15,11.0,26.0,24.0,,,,,14.0,17.0,2.0,,,,,,,,
Opposition,Opposition,189,75,106,295,16,11.0,34.0,27.0,,,,,17.0,14.0,4.0,,,,,,,,
