St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
28,"Ackland, Cain",6,5,3,9,1,,16.0,,1.0,1.0,1.0,2.0,,2.0,,3.0,6.0,1.0,2.0,2.0,,1.0,63.0
10,"Baker, Steven",11,6,2,13,,,,1.0,3.0,1.0,,2.0,,1.0,,4.0,9.0,1.0,,,1.0,,89.0
27,"Blake, Jason",12,7,1,13,1,,10.0,5.0,2.0,3.0,2.0,,3.0,,,5.0,9.0,1.0,,4.0,,1.0,65.0
3,"Clarke, Xavier",6,4,9,15,,,,1.0,1.0,2.0,3.0,2.0,2.0,,,9.0,7.0,,,1.0,,,70.0
26,"Dal Santo, Nick",24,7,7,31,,,1.0,5.0,2.0,6.0,7.0,1.0,2.0,,2.0,11.0,19.0,,,1.0,1.0,1.0,90.0
22,"Fiora, Aaron",10,5,2,12,1,,,2.0,2.0,3.0,,,,,,3.0,9.0,1.0,,4.0,4.0,,87.0
25,"Fisher, Sam",14,9,12,26,1,,,2.0,4.0,2.0,,1.0,2.0,,,7.0,21.0,,1.0,2.0,1.0,,89.0
9,"Gehrig, Fraser",6,3,2,8,2,1.0,,1.0,,,,,,,,1.0,5.0,,3.0,1.0,,1.0,72.0
18,"Goddard, Brendon",10,7,3,13,1,,1.0,6.0,2.0,2.0,,2.0,1.0,2.0,,1.0,12.0,,,2.0,,,79.0
15,"Gram, Jason",4,3,5,9,,,,1.0,6.0,2.0,,1.0,,1.0,,2.0,6.0,,,1.0,4.0,,100.0
2,"Hamill, Aaron",7,3,7,14,1,,,9.0,,2.0,3.0,4.0,2.0,1.0,,5.0,7.0,,1.0,1.0,,1.0,96.0
35,"Harvey, Robert",3,3,1,4,,,,1.0,,,1.0,1.0,,1.0,,1.0,5.0,,1.0,2.0,,,26.0
7,"Hayes, Lenny",23,10,15,38,,,,3.0,3.0,5.0,7.0,2.0,1.0,1.0,3.0,14.0,24.0,,,4.0,,1.0,96.0
8,"Hudghton, Max",5,3,4,9,,,,4.0,2.0,1.0,,1.0,,,,3.0,5.0,,,5.0,,,87.0
31,"Maguire, Matt",7,4,1,8,1,,,1.0,2.0,2.0,,1.0,,,,1.0,7.0,,,2.0,1.0,,89.0
32,"McQualter, Andrew",9,6,3,12,,1.0,,,,1.0,3.0,,,,,3.0,9.0,,,7.0,,1.0,69.0
44,"Milne, Stephen",10,5,,10,3,1.0,,,,3.0,1.0,5.0,,2.0,,5.0,6.0,,1.0,3.0,,,96.0
11,"Montagna, Leigh",16,9,8,24,1,2.0,,4.0,1.0,4.0,2.0,5.0,,4.0,1.0,6.0,18.0,,1.0,3.0,4.0,1.0,88.0
12,"Riewoldt, Nick",10,9,1,11,5,2.0,1.0,1.0,,,,,,,,3.0,8.0,1.0,9.0,1.0,,2.0,100.0
40,"Schwarze, Troy",7,6,3,10,1,,,,,2.0,,1.0,1.0,,,3.0,7.0,,1.0,,2.0,,84.0
4,"Thompson, Andrew",7,1,9,16,,,,9.0,,3.0,3.0,2.0,2.0,,,9.0,7.0,,,,,,80.0
13,"Voss, Brett",5,5,5,10,,,,1.0,2.0,,,2.0,,2.0,,1.0,8.0,,,3.0,,,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,212,120,103,315,19,10.0,29.0,57.0,33.0,45.0,33.0,35.0,16.0,17.0,6.0,100.0,214.0,5.0,20.0,49.0,18.0,10.0,
Opposition,Opposition,179,97,102,281,12,15.0,25.0,46.0,26.0,45.0,28.0,43.0,17.0,16.0,,108.0,176.0,13.0,21.0,38.0,12.0,6.0,
