Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Alessio, Steven",6,4,4,10,,,10.0,2.0,,,2.0,2.0,1.0,1.0,,5.0,5.0,,,1.0,,,45.0
23,"Bolton, Mark",,,,,,,1.0,2.0,,1.0,,1.0,,,,,,,,1.0,,,50.0
37,"Bullen, Marcus",11,4,6,17,,1.0,,6.0,,6.0,1.0,1.0,,1.0,,6.0,11.0,,,2.0,2.0,,72.0
13,"Cupido, Damian",12,6,2,14,1,5.0,,3.0,,3.0,1.0,5.0,,1.0,,4.0,10.0,,3.0,1.0,,1.0,75.0
31,"Fletcher, Dustin",11,4,2,13,,,,,6.0,1.0,,1.0,,1.0,,3.0,8.0,2.0,,7.0,1.0,,84.0
19,"Hille, David",8,2,3,11,2,,20.0,,,3.0,3.0,,2.0,,,8.0,1.0,2.0,1.0,,,,78.0
5,"Hird, James",19,4,10,29,,2.0,,1.0,2.0,7.0,3.0,2.0,3.0,1.0,2.0,15.0,14.0,,2.0,,,3.0,91.0
21,"Jacobs, Danny",3,3,8,11,,,,,2.0,,,,,,,3.0,9.0,,,2.0,,,100.0
14,"Johnson, Jason",18,3,9,27,,,,2.0,2.0,7.0,8.0,,,,,12.0,14.0,,,1.0,1.0,,92.0
1,"Johnson, Mark",9,3,3,12,1,,1.0,8.0,1.0,3.0,1.0,1.0,3.0,,,4.0,7.0,,,4.0,1.0,1.0,100.0
18,"Lloyd, Matthew",10,9,3,13,8,2.0,,,,,,3.0,,2.0,3.0,6.0,7.0,4.0,8.0,,,,100.0
25,"Lucas, Scott",14,6,3,17,,1.0,,5.0,2.0,5.0,,2.0,,,,9.0,8.0,3.0,1.0,1.0,,,100.0
33,"McPhee, Adam",9,3,7,16,,,,5.0,1.0,2.0,,5.0,1.0,3.0,,7.0,11.0,,,4.0,3.0,,100.0
10,"McVeigh, Mark",11,6,8,19,2,1.0,,3.0,1.0,2.0,6.0,4.0,1.0,2.0,,10.0,10.0,,2.0,1.0,,,100.0
24,"Misiti, Joe",2,,4,6,,,,,,,,,1.0,,,4.0,2.0,,,1.0,,,16.0
11,"Peverill, Damien",6,3,3,9,,,,1.0,,4.0,2.0,1.0,,,,4.0,5.0,,,1.0,,,83.0
9,"Ramanauskas, Adam",10,4,5,15,1,,,1.0,4.0,3.0,3.0,,,,,6.0,9.0,,,2.0,2.0,,100.0
29,"Reynolds, Joel",3,3,5,8,1,,,1.0,,,,,1.0,,,2.0,6.0,,1.0,2.0,,,52.0
20,"Richards, Ted",4,1,4,8,1,1.0,,2.0,,1.0,1.0,2.0,,,,8.0,,1.0,1.0,5.0,,2.0,61.0
7,"Solomon, Dean",10,5,9,19,,1.0,,6.0,,4.0,4.0,2.0,,1.0,,9.0,10.0,,,3.0,1.0,2.0,100.0
6,"Wellman, Sean",8,6,10,18,,1.0,,,5.0,1.0,1.0,2.0,1.0,,,7.0,11.0,1.0,,4.0,,,100.0
12,"Welsh, Andrew",21,6,3,24,,,1.0,1.0,6.0,9.0,3.0,2.0,1.0,,1.0,9.0,15.0,,,5.0,1.0,1.0,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,205,85,111,316,17,17.0,33.0,49.0,32.0,62.0,39.0,36.0,15.0,13.0,6.0,141.0,173.0,13.0,19.0,48.0,12.0,10.0,
Opposition,Opposition,167,82,103,270,7,9.0,40.0,49.0,41.0,43.0,36.0,31.0,13.0,15.0,,106.0,167.0,10.0,8.0,50.0,9.0,5.0,
