Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
22,"Blakey, Nick",21y 168d,54 (24-0-30 44.44%),30 (0.56),←,
16,"Campbell, Braeden",19y 191d,7 (5-0-2 71.43%),1 (0.14),←,
7,"Cunningham, Harry",27y 251d,149 (88-0-61 59.06%),48 (0.32),←,
34,"Dawson, Jordan",24y 127d,62 (29-0-33 46.77%),33 (0.53),←,
13,"Florent, Oliver",23y 23d,91 (45-0-46 49.45%),32 (0.35),←,
42,"Fox, Robbie",28y 120d,51 (20-0-31 39.22%),8 (0.16),←,
21,"Gulden, Errol",19y 27d,16 (11-0-5 68.75%),13 (0.81),←,
9,"Hayward, Will",22y 292d,87 (44-0-43 50.57%),100 (1.15),←,
5,"Heeney, Isaac",25y 101d,127 (80-0-47 62.99%),141 (1.11),←,
29,"Hewett, George",25y 228d,118 (70-0-48 59.32%),32 (0.27),←,
31,"Hickey, Tom",30y 161d,121 (48-2-71 40.50%),41 (0.34),19 (13-0-6 68.42%),9 (0.47)
12,"Kennedy, Josh",33y 55d,279 (169-2-108 60.93%),155 (0.56),266 (164-2-100 62.03%),151 (0.57)
30,"McCartin, Tom",21y 227d,68 (35-0-33 51.47%),28 (0.41),←,
27,"McInerney, Justin",20y 361d,29 (15-0-14 51.72%),12 (0.41),←,
41,"McLean, Hayden",22y 206d,20 (9-0-11 45.00%),14 (0.70),←,
43,"Melican, Lewis",24y 283d,50 (26-0-24 52.00%),1 (0.02),←,
38,"ORiordan, Colin",25y 306d,27 (12-0-15 44.44%),1 (0.04),←,
11,"Papley, Tom",25y 32d,120 (69-0-51 57.50%),184 (1.53),←,
26,"Parker, Luke",28y 293d,233 (143-1-89 61.59%),176 (0.76),←,
24,"Rampe, Dane",31y 73d,188 (120-1-67 64.10%),6 (0.03),←,
20,"Reid, Sam",29y 230d,163 (102-2-59 63.19%),165 (1.01),←,
8,"Rowbottom, James",20y 329d,43 (18-0-25 41.86%),13 (0.30),←,
45,"Wicks, Sam",21y 334d,27 (16-0-11 59.26%),18 (0.67),←,
Totals,Totals,24y 351d,2130 (1198-8-924 56.24%),1252 (0.59),,
C,"Longmire, John",50y 226d,256 (158-2-96 62.11%),,←,
