Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
14,"Birchall, Grant",28y 79d,220 (149-1-70 67.95%),31 (0.14),←,
22,"Breust, Luke",25y 157d,120 (96-0-24 80.00%),231 (1.92),←,
9,"Burgoyne, Shaun",33y 178d,299 (206-1-92 69.06%),245 (0.82),142 (109-1-32 77.11%),74 (0.52)
18,"Ceglar, Jonathon",25y 62d,34 (27-0-7 79.41%),18 (0.53),←,
8,"Duryea, Taylor",24y 358d,67 (53-0-14 79.10%),12 (0.18),←,
12,"Frawley, James",27y 209d,161 (50-1-110 31.37%),24 (0.15),22 (16-0-6 72.73%),6 (0.27)
19,"Gunston, Jack",24y 183d,107 (78-0-29 72.90%),226 (2.11),93 (73-0-20 78.49%),206 (2.22)
4,"Hartung, Billy",21y 83d,31 (23-0-8 74.19%),15 (0.48),←,
15,"Hodge, Luke",31y 306d,273 (162-1-110 59.52%),188 (0.69),←,
41,"Howe, Daniel",20y 134d,6 (6-0-0 100.00%),,←,
29,"Langford, Will",23y 288d,37 (27-0-10 72.97%),15 (0.41),←,
3,"Lewis, Jordan",29y 358d,244 (155-1-88 63.73%),135 (0.55),←,
17,"Dewar, Angus",23y 187d,23 (21-0-2 91.30%),1 (0.04),←,
7,"McEvoy, Ben",26y 280d,127 (76-2-49 60.63%),48 (0.38),36 (25-0-11 69.44%),21 (0.58)
5,"Mitchell, Sam",33y 187d,289 (177-1-111 61.42%),67 (0.23),←,
23,"OBrien, Tim",22y 19d,5 (4-0-1 80.00%),4 (0.80),←,
28,"Puopolo, Paul",28y 136d,115 (91-0-24 79.13%),103 (0.90),←,
33,"Rioli, Cyril",26y 277d,161 (112-1-48 69.88%),229 (1.42),←,
26,"Shiels, Liam",24y 353d,126 (95-0-31 75.40%),43 (0.34),←,
21,"Sicily, James",21y 101d,7 (5-0-2 71.43%),13 (1.86),←,
16,"Smith, Isaac",27y 108d,115 (92-0-23 80.00%),103 (0.90),←,
24,"Stratton, Ben",27y 46d,121 (87-1-33 72.31%),1 (0.01),←,
Totals,Totals,26y 103d,2688 (1792-10-886 66.67%),1752 (0.65),,
C,"Clarkson, Alastair",47y 355d,263 (166-1-96 63.31%),,←,
