Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
20,"Ablett, Luke",24y 269d,96 (57-1-38 59.90%),27 (0.28),←,
41,"Barlow, Ed",20y 203d,1 (0-1-0 50.00%),,←,
42,"Bevan, Paul",22y 325d,62 (38-1-23 62.10%),12 (0.19),←,
6,"Bolton, Craig",27y 79d,147 (90-1-56 61.56%),23 (0.16),118 (73-1-44 62.29%),13 (0.11)
24,"Bolton, Jude",27y 156d,184 (102-2-80 55.98%),86 (0.47),←,
7,"Brennan, Luke",22y 168d,23 (8-1-14 36.96%),11 (0.48),4 (3-1-0 87.50%),
32,"Buchanan, Amon",24y 312d,87 (52-1-34 60.34%),40 (0.46),←,
2,"Davis, Nick",27y 141d,162 (84-1-77 52.16%),224 (1.38),91 (54-1-36 59.89%),139 (1.53)
10,"Everitt, Peter",33y 107d,272 (104-3-165 38.79%),382 (1.40),20 (11-1-8 57.50%),15 (0.75)
12,"Fosdike, Nic",27y 173d,160 (87-2-71 55.00%),65 (0.41),←,
37,"Goodes, Adam",27y 222d,206 (114-2-90 55.83%),199 (0.97),←,
1,"Hall, Barry",30y 191d,222 (114-3-105 52.03%),534 (2.41),134 (80-2-52 60.45%),390 (2.91)
16,"Jolly, Darren",25y 285d,117 (64-1-52 55.13%),38 (0.32),69 (44-1-24 64.49%),27 (0.39)
31,"Kirk, Brett",30y 297d,168 (96-2-70 57.74%),65 (0.39),←,
9,"Malceski, Nick",23y 3d,42 (30-1-11 72.62%),20 (0.48),←,
4,"Mathews, Ben",28y 262d,193 (107-2-84 55.96%),43 (0.22),←,
3,"McVeigh, Jarrad",22y 133d,78 (47-1-30 60.90%),41 (0.53),←,
5,"OKeefe, Ryan",26y 206d,138 (82-1-55 59.78%),151 (1.09),←,
19,"OLoughlin, Michael",30y 179d,267 (154-3-110 58.24%),452 (1.69),←,
25,"Richards, Ted",24y 219d,76 (45-1-30 59.87%),24 (0.32),43 (26-1-16 61.63%),5 (0.12)
36,"Schmidt, Tim",21y 157d,16 (10-1-5 65.63%),11 (0.69),←,
13,"Schneider, Adam",23y 98d,95 (59-1-35 62.63%),97 (1.02),←,
Totals,Totals,26y 24d,2812 (1544-33-1235 54.91%),2545 (0.91),,
C,"Roos, Paul",44y 52d,129 (80-1-48 62.40%),,←,
