Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
31,"Alvin, Tom",32y 86d,211 (126-2-83 60.19%),91 (0.43),←,
8,"Bond, Troy",21y 2d,15 (12-0-3 80.00%),23 (1.53),←,
21,"Bradley, Craig",30y 266d,195 (118-2-75 61.03%),149 (0.76),←,
20,"Brown, Fraser",23y 332d,82 (46-1-35 56.71%),43 (0.52),←,
39,"Christou, Ang",22y 181d,40 (28-1-11 71.25%),8 (0.20),←,
18,"Cook, James",20y 190d,13 (10-0-3 76.92%),20 (1.54),←,
35,"Dean, Peter",29y 129d,177 (111-1-65 62.99%),22 (0.12),←,
12,"Gleeson, Adrian",27y 77d,155 (96-2-57 62.58%),157 (1.01),←,
13,"Hanna, Mil",28y 102d,144 (80-2-62 56.25%),63 (0.44),←,
17,"Heaver, Brent",23y 31d,50 (35-1-14 71.00%),87 (1.74),38 (26-1-11 69.74%),75 (1.97)
33,"Hogg, Matthew",25y 207d,111 (59-3-49 54.50%),27 (0.24),52 (35-1-16 68.27%),23 (0.44)
4,"Kernahan, Stephen",30y 318d,191 (117-2-72 61.78%),566 (2.96),←,
43,"Koutoufides, Anthony",21y 179d,28 (16-1-11 58.93%),6 (0.21),←,
15,"Lynn, Tony",26y 78d,20 (13-0-7 65.00%),13 (0.65),14 (12-0-2 85.71%),8 (0.57)
44,"Madden, Justin",33y 46d,278 (172-2-104 62.23%),180 (0.65),233 (142-2-89 61.37%),160 (0.69)
5,"McKay, Andrew",24y 2d,38 (27-1-10 72.37%),9 (0.24),←,
10,"Mitchell, Barry",28y 221d,197 (89-2-106 45.69%),234 (1.19),14 (11-0-3 78.57%),12 (0.86)
14,"Sexton, Michael",23y 133d,74 (44-1-29 60.14%),6 (0.08),←,
1,"Silvagni, Stephen",27y 46d,156 (100-1-55 64.42%),113 (0.72),←,
11,"Spalding, Earl",29y 127d,162 (107-1-54 66.36%),111 (0.69),53 (37-1-15 70.75%),48 (0.91)
2,"Williams, Greg",30y 289d,195 (112-1-82 57.69%),163 (0.84),54 (36-1-17 67.59%),35 (0.65)
Totals,Totals,26y 232d,2532 (1518-27-987 59.95%),2091 (0.83),,
C,"Parkin, David",51y 307d,366 (215-2-149 59.02%),,203 (128-2-73 63.55%),
