Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Ablett, Gary",12,6,1,13,6,2.0,,,,,,,2.0,3.0,,,,,,,,,
6,"Barnes, John",5,8,14,19,,1.0,19.0,3.0,,,,,2.0,1.0,3.0,,,,,,,,
9,"Breuer, Shayne",10,2,5,15,,,,3.0,,,,,,,,,,,,,,,
16,"Brownless, Bill",10,6,9,19,1,4.0,3.0,3.0,,,,,2.0,1.0,,,,,,,,,
40,"Brown, Paul",4,3,4,8,,1.0,,,,,,,1.0,,,,,,,,,,
7,"Couch, Paul",15,2,10,25,,,,2.0,,,,,2.0,3.0,,,,,,,,,
36,"Graham, Ben",8,3,4,12,,,,3.0,,,,,1.0,1.0,,,,,,,,,
19,"Hall, Derek",11,2,5,16,,,,2.0,,,,,,,,,,,,,,,
14,"Handley, Steven",,,,,,,,,,,,,,,,,,,,,,,
42,"Hickmott, Adrian",8,6,4,12,1,1.0,,2.0,,,,,,,,,,,,,,,
32,"Hocking, Garry",15,3,13,28,2,3.0,,3.0,,,,,1.0,3.0,2.0,,,,,,,,
4,"Lord, Aaron",4,,4,8,1,,,1.0,,,,,,,,,,,,,,,
17,"McGrath, Tim",11,4,4,15,,1.0,,1.0,,,,,,1.0,,,,,,,,,
8,"McLure, James",10,2,4,14,,,,6.0,,,,,1.0,1.0,,,,,,,,,
31,"Mensch, David",7,4,7,14,1,2.0,3.0,1.0,,,,,2.0,,,,,,,,,,
23,"Pickering, Liam",18,2,10,28,,1.0,,3.0,,,,,3.0,,,,,,,,,,
15,"Riccardi, Peter",14,4,7,21,3,1.0,,5.0,,,,,3.0,1.0,,,,,,,,,
27,"Sanderson, Brenton",9,6,6,15,,,,,,,,,,,,,,,,,,,
12,"Sholl, Brad",12,8,9,21,,,,1.0,,,,,,2.0,,,,,,,,,
37,"Simpson, Sean",8,2,5,13,,,,3.0,,,,,1.0,2.0,,,,,,,,,
11,"Tudor, Leigh",2,1,,2,,,,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,193,74,125,318,15,21.0,25.0,42.0,,,,,21.0,19.0,5.0,,,,,,,,
Opposition,Opposition,175,80,108,283,15,8.0,17.0,19.0,,,,,19.0,21.0,1.0,,,,,,,,
