Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Buntine, Matt",2,,7,9,,,,4.0,,3.0,,1.0,,,,4.0,5.0,,,3.0,,1.0,89.0
18,"Cameron, Jeremy",18,9,12,30,7,5.0,,,1.0,5.0,,4.0,1.0,2.0,3.0,9.0,19.0,1.0,7.0,3.0,,,89.0
3,"Coniglio, Stephen",17,2,15,32,,1.0,,5.0,2.0,3.0,7.0,3.0,,,,11.0,19.0,,1.0,,,,88.0
16,"Daniels, Brent",7,,9,16,1,,,4.0,,3.0,,2.0,1.0,1.0,,8.0,10.0,,,2.0,,3.0,74.0
1,"Davis, Phil",11,7,4,15,,,,3.0,5.0,2.0,,4.0,1.0,,,5.0,10.0,1.0,,8.0,1.0,1.0,96.0
24,"de Boer, Matt",4,3,17,21,,,,6.0,1.0,1.0,5.0,2.0,4.0,1.0,,10.0,10.0,,,,,,87.0
31,"Finlayson, Jeremy",12,5,3,15,5,1.0,,2.0,,3.0,,2.0,2.0,1.0,,8.0,7.0,2.0,2.0,2.0,,,84.0
19,"Haynes, Nick",14,6,6,20,,,,1.0,3.0,3.0,1.0,5.0,,1.0,1.0,4.0,17.0,,,5.0,,,86.0
27,"Himmelberg, Harry",9,4,10,19,1,,,1.0,,3.0,1.0,3.0,,1.0,,6.0,13.0,,2.0,9.0,1.0,1.0,86.0
2,"Hopper, Jacob",11,2,18,29,2,,,2.0,1.0,2.0,5.0,5.0,1.0,5.0,,14.0,15.0,,,2.0,,,80.0
22,"Kelly, Josh",11,3,11,22,1,1.0,,7.0,2.0,2.0,4.0,1.0,1.0,,,6.0,15.0,,1.0,1.0,1.0,,82.0
40,"Kennedy, Adam",13,7,6,19,,,,1.0,3.0,3.0,,1.0,,,,3.0,16.0,,,,1.0,1.0,84.0
38,"Lloyd, Daniel",8,3,5,13,,1.0,,4.0,,2.0,2.0,3.0,,1.0,,4.0,8.0,,,1.0,,,80.0
41,"Mumford, Shane",,2,14,14,,,31.0,6.0,,,3.0,4.0,2.0,2.0,,7.0,7.0,,,2.0,,1.0,83.0
50,"Reid, Sam",6,4,3,9,,,,2.0,1.0,1.0,,1.0,,1.0,,2.0,7.0,,,3.0,,,84.0
23,"Shaw, Heath",17,6,,17,,,,3.0,6.0,3.0,,2.0,,,,2.0,14.0,,,1.0,,,91.0
11,"Sheridan, Tom",,1,1,1,,,,,,,,1.0,,1.0,,,2.0,,,,,,11.0
14,"Taranto, Tim",17,1,13,30,2,,,6.0,1.0,3.0,5.0,3.0,2.0,,,13.0,14.0,,,1.0,1.0,,84.0
15,"Taylor, Sam",3,3,8,11,,,,2.0,4.0,,,,,,,5.0,5.0,,,11.0,,,81.0
20,"Tomlinson, Adam",13,5,3,16,,,5.0,1.0,1.0,4.0,1.0,7.0,,4.0,,7.0,9.0,,,5.0,,,94.0
6,"Whitfield, Lachie",23,12,19,42,,,,4.0,6.0,8.0,2.0,5.0,3.0,,2.0,8.0,35.0,,,4.0,,3.0,88.0
29,"Williams, Zac",20,7,5,25,,,,,6.0,4.0,,3.0,,3.0,,6.0,16.0,,,3.0,1.0,1.0,76.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,236,92,189,425,19,11.0,36.0,64.0,43.0,58.0,36.0,62.0,18.0,24.0,6.0,142.0,273.0,4.0,13.0,66.0,6.0,12.0,
Opposition,Opposition,228,86,138,366,10,16.0,32.0,59.0,39.0,55.0,34.0,64.0,24.0,16.0,,139.0,211.0,8.0,9.0,56.0,5.0,6.0,
