Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",23y 190d,84 (36-2-46 44.05%),26 (0.31),←,
37,"Austin, Matt",20y 55d,2 (1-0-1 50.00%),1 (0.50),←,
20,"Black, Simon",30y 51d,241 (143-3-95 59.96%),146 (0.61),←,
36,"Bradshaw, Daniel",30y 184d,210 (118-2-90 56.67%),465 (2.21),207 (115-2-90 56.04%),465 (2.25)
17,"Brennan, Jared",24y 300d,87 (42-2-43 49.43%),59 (0.68),←,
16,"Brown, Jonathan",27y 207d,169 (107-2-60 63.91%),367 (2.17),←,
1,"Clark, Mitch",21y 217d,31 (13-1-17 43.55%),20 (0.65),←,
22,"Collier, Tom",20y 60d,9 (3-0-6 33.33%),1 (0.11),←,
44,"Cornelius, Aaron",18y 360d,1 (0-0-1 0.00%),2 (2.00),←,
39,"Drummond, Josh",26y 35d,54 (25-1-28 47.22%),23 (0.43),←,
5,"Harding, Scott",22y 339d,38 (20-2-16 55.26%),12 (0.32),←,
4,"Johnstone, Travis",28y 311d,187 (92-1-94 49.47%),131 (0.70),27 (14-0-13 51.85%),20 (0.74)
26,"Macdonald, Joel",24y 226d,67 (37-0-30 55.22%),6 (0.09),←,
9,"McGrath, Ashley",26y 4d,122 (67-1-54 55.33%),101 (0.83),←,
8,"Notting, Tim",30y 215d,199 (116-3-80 59.05%),134 (0.67),←,
31,"Polkinghorne, James",20y 123d,9 (5-0-4 55.56%),4 (0.44),←,
6,"Power, Luke",29y 136d,226 (132-2-92 58.85%),195 (0.86),←,
10,"Rich, Daniel",18y 351d,9 (5-0-4 55.56%),3 (0.33),←,
35,"Rischitelli, Michael",23y 136d,74 (33-2-39 45.95%),32 (0.43),←,
3,"Sheldon, Sam",20y 77d,4 (3-0-1 75.00%),,←,
11,"Sherman, Justin",22y 118d,82 (33-2-47 41.46%),56 (0.68),←,
32,"Stiller, Cheynee",23y 21d,53 (21-2-30 41.51%),12 (0.23),←,
Totals,Totals,24y 103d,1958 (1052-28-878 53.73%),1796 (0.92),,
C,"Voss, Michael",33y 321d,9 (5-0-4 55.56%),,←,
