Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ainsworth, Ben",19,10,5,24,1,2.0,,1.0,,4.0,,2.0,1.0,,,3.0,20.0,,2.0,,1.0,1.0,78.0
15,"Anderson, Noah",20,5,10,30,1,1.0,,4.0,3.0,9.0,6.0,4.0,2.0,2.0,2.0,7.0,22.0,,,2.0,6.0,1.0,86.0
31,"Andrew, Mac",4,1,3,7,,,,4.0,1.0,,1.0,,2.0,,,7.0,2.0,,,3.0,,,78.0
30,"Casboult, Levi",5,4,2,7,,1.0,1.0,1.0,,2.0,,4.0,,,,,7.0,,3.0,2.0,,1.0,87.0
1,"Chol, Mabior",13,9,5,18,1,3.0,6.0,1.0,,4.0,1.0,5.0,1.0,3.0,,11.0,8.0,3.0,3.0,3.0,,1.0,84.0
25,"Collins, Sam",9,9,3,12,,,,1.0,4.0,,,,,,,1.0,11.0,,,3.0,,,95.0
33 ↑,"Constable, Charlie",4,2,,4,,,,,1.0,1.0,,1.0,,,,,3.0,,,,,,10.0
5,"Davies, Alex",8,1,7,15,2,,,4.0,,3.0,1.0,3.0,2.0,1.0,,11.0,4.0,,,2.0,,1.0,78.0
4,"Ellis, Brandon",16,4,8,24,,,,5.0,4.0,2.0,,,,,,4.0,14.0,,,2.0,3.0,,75.0
50,"Farrar, Jy",5,4,5,10,,,,,2.0,,,5.0,,3.0,,4.0,7.0,,,4.0,1.0,,83.0
26,"Flanders, Sam",12,3,6,18,,,,3.0,1.0,3.0,,1.0,,,,4.0,12.0,1.0,1.0,2.0,2.0,,81.0
46,"Graham, Caleb",7,4,4,11,,,,,3.0,1.0,,,,,,2.0,8.0,1.0,,10.0,,,92.0
36,"Hollands, Elijah",12,7,8,20,,3.0,,,1.0,7.0,3.0,5.0,,3.0,,9.0,11.0,,1.0,,,,88.0
23 ↓,"Lemmens, Sean",11,5,4,15,,,,4.0,4.0,1.0,2.0,3.0,2.0,2.0,,7.0,7.0,1.0,,3.0,,,70.0
13,"Lukosius, Jack",17,7,3,20,1,1.0,,1.0,1.0,10.0,,5.0,1.0,,,7.0,12.0,,1.0,4.0,,3.0,80.0
44,"Macpherson, Darcy",12,5,8,20,,,,1.0,3.0,4.0,1.0,3.0,1.0,1.0,,10.0,10.0,1.0,,,,,83.0
11,"Miller, Touk",12,3,13,25,1,,,7.0,3.0,2.0,9.0,5.0,,1.0,,13.0,13.0,,,2.0,,,92.0
47,"Oea, Hewago",6,2,4,10,,,,4.0,,2.0,,3.0,,1.0,,2.0,7.0,,,1.0,,,65.0
41,"Rosas, Malcolm",9,4,5,14,2,3.0,,4.0,,1.0,2.0,2.0,1.0,,,5.0,10.0,,1.0,,,1.0,74.0
18,"Rowell, Matt",8,2,7,15,,,,10.0,4.0,3.0,3.0,,1.0,,,9.0,7.0,,,1.0,,1.0,75.0
6,"Sexton, Alex",14,6,,14,6,2.0,,,,4.0,,3.0,1.0,2.0,1.0,4.0,11.0,1.0,3.0,1.0,1.0,,83.0
24,"Swallow, David",21,9,12,33,1,1.0,,4.0,3.0,8.0,9.0,2.0,3.0,,3.0,18.0,17.0,,,5.0,,,82.0
28,"Witts, Jarrod",5,3,6,11,,,28.0,2.0,,1.0,6.0,3.0,1.0,,,9.0,4.0,1.0,1.0,3.0,,3.0,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,249,109,128,377,16,18.0,35.0,61.0,38.0,72.0,44.0,59.0,19.0,19.0,6.0,147.0,227.0,9.0,16.0,53.0,14.0,13.0,
Opposition,Opposition,217,106,184,401,6,11.0,35.0,53.0,55.0,45.0,26.0,56.0,19.0,19.0,,122.0,271.0,9.0,6.0,42.0,12.0,4.0,
