Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Allan, Matthew",5,4,4,9,,,19.0,,1.0,2.0,2.0,,3.0,,,6.0,5.0,,,,,1.0,72.0
23,"Bolton, Mark",6,2,2,8,,,,1.0,3.0,2.0,,1.0,1.0,1.0,,3.0,4.0,1.0,,6.0,,,97.0
37,"Bullen, Marcus",1,,3,4,,,,1.0,,1.0,,,,,,3.0,1.0,,,,,,36.0
13,"Cupido, Damian",4,1,1,5,1,,,3.0,,1.0,,1.0,,,,2.0,3.0,,,3.0,,,57.0
36,"Dyson, Ricky",3,1,,3,,,,,,,1.0,,,,,1.0,3.0,,,,,,40.0
31,"Fletcher, Dustin",8,2,1,9,,,,3.0,11.0,,1.0,2.0,,,,2.0,3.0,,,7.0,,,100.0
19,"Hille, David",8,4,4,12,1,1.0,8.0,1.0,,,2.0,,1.0,,,5.0,3.0,1.0,2.0,3.0,,,70.0
14,"Johnson, Jason",13,4,8,21,1,2.0,,1.0,1.0,3.0,2.0,1.0,2.0,1.0,,9.0,13.0,,,,1.0,2.0,92.0
1,"Johnson, Mark",15,1,8,23,3,1.0,,1.0,1.0,6.0,8.0,5.0,7.0,4.0,,17.0,8.0,,,3.0,1.0,,100.0
18,"Lloyd, Matthew",10,4,2,12,2,4.0,,,,3.0,,3.0,3.0,1.0,,9.0,3.0,2.0,3.0,,,2.0,100.0
42,"Lovett-Murray, Nathan",8,4,3,11,2,1.0,,,,3.0,,2.0,,,,3.0,8.0,,1.0,1.0,,,67.0
25,"Lucas, Scott",9,6,1,10,,1.0,,4.0,1.0,2.0,1.0,3.0,,3.0,,2.0,8.0,,1.0,1.0,,,100.0
33,"McPhee, Adam",11,6,8,19,1,,2.0,3.0,3.0,3.0,,3.0,1.0,2.0,,6.0,11.0,1.0,,3.0,1.0,,100.0
10,"McVeigh, Mark",7,1,4,11,,,,3.0,1.0,2.0,2.0,3.0,1.0,1.0,,5.0,6.0,1.0,,1.0,,1.0,100.0
24,"Misiti, Joe",4,,4,8,,,,2.0,,1.0,,1.0,,,,3.0,5.0,,,1.0,,,29.0
28,"Murphy, Justin",9,3,7,16,1,,,1.0,2.0,4.0,1.0,2.0,,1.0,,7.0,8.0,1.0,,1.0,1.0,,100.0
11,"Peverill, Damien",8,6,8,16,,,,2.0,2.0,2.0,4.0,,,,,8.0,8.0,,1.0,1.0,,,92.0
9,"Ramanauskas, Adam",6,5,5,11,1,1.0,,,1.0,1.0,1.0,1.0,,1.0,,2.0,8.0,1.0,1.0,,,,71.0
43,"Rioli, Dean",8,3,9,17,,,2.0,2.0,1.0,7.0,4.0,2.0,1.0,1.0,,9.0,9.0,,,1.0,2.0,1.0,81.0
7,"Solomon, Dean",11,5,12,23,1,1.0,,3.0,1.0,6.0,3.0,6.0,2.0,3.0,,13.0,9.0,1.0,1.0,1.0,,2.0,97.0
6,"Wellman, Sean",15,5,4,19,,,,,5.0,2.0,1.0,3.0,2.0,1.0,,11.0,9.0,1.0,,3.0,2.0,,100.0
12,"Welsh, Andrew",13,5,5,18,,,,,5.0,1.0,1.0,1.0,1.0,,,6.0,11.0,,,3.0,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,182,72,103,285,14,13.0,31.0,31.0,39.0,52.0,34.0,40.0,25.0,20.0,,132.0,146.0,10.0,10.0,39.0,8.0,9.0,
Opposition,Opposition,200,107,82,282,18,12.0,26.0,45.0,40.0,57.0,31.0,46.0,20.0,25.0,6.0,120.0,166.0,19.0,16.0,37.0,9.0,11.0,
