Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
10,"Bonar, Aiden",19y 163d,3 (2-0-1 66.67%),5 (1.67),←,
21,"Buntine, Matt",24y 303d,47 (24-0-23 51.06%),1 (0.02),←,
18,"Cameron, Jeremy",25y 139d,127 (53-3-71 42.91%),323 (2.54),←,
3,"Coniglio, Stephen",24y 246d,115 (53-1-61 46.52%),58 (0.50),←,
16,"Daniels, Brent",19y 162d,7 (5-0-2 71.43%),4 (0.57),←,
1,"Davis, Phil",27y 353d,140 (68-3-69 49.64%),6 (0.04),122 (57-3-62 47.95%),5 (0.04)
31,"Finlayson, Jeremy",22y 190d,14 (6-2-6 50.00%),3 (0.21),←,
32,"Griffen, Ryan",32y 22d,256 (129-2-125 50.78%),161 (0.63),54 (32-1-21 60.19%),31 (0.57)
19,"Haynes, Nick",26y 92d,102 (49-3-50 49.51%),8 (0.08),←,
27,"Himmelberg, Harry",22y 102d,37 (25-1-11 68.92%),34 (0.92),←,
2,"Hopper, Jacob",21y 193d,41 (27-1-13 67.07%),19 (0.46),←,
25,"Keeffe, Lachlan",28y 126d,46 (27-0-19 58.70%),8 (0.17),6 (2-0-4 33.33%),1 (0.17)
40,"Kennedy, Adam",26y 37d,89 (31-0-58 34.83%),8 (0.09),←,
17,"Langdon, Zac",22y 278d,18 (12-0-6 66.67%),19 (1.06),←,
38,"Lloyd, Daniel",26y 181d,20 (11-3-6 62.50%),15 (0.75),←,
37,"Lobb, Rory",25y 190d,71 (41-2-28 59.15%),62 (0.87),←,
36,"Perryman, Harry",19y 242d,15 (6-1-8 43.33%),2 (0.13),←,
5,"Shiel, Dylan",25y 162d,132 (58-3-71 45.08%),64 (0.48),←,
14,"Taranto, Tim",20y 202d,34 (22-1-11 66.18%),13 (0.38),←,
20,"Tomlinson, Adam",25y 8d,112 (45-3-64 41.52%),29 (0.26),←,
8,"Ward, Callan",28y 130d,213 (96-3-114 45.77%),106 (0.50),153 (64-3-86 42.81%),73 (0.48)
6,"Whitfield, Lachie",24y 31d,111 (51-3-57 47.30%),49 (0.44),←,
Totals,Totals,24y 178d,1750 (841-35-874 48.06%),997 (0.57),,
C,"Cameron, Leon",45y 350d,114 (62-3-49 55.70%),,←,
