Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
35,"Apeness, Michael",23y 126d,8 (4-0-4 50.00%),4 (0.50),←,
41,"Banfield, Bailey",20y 97d,11 (4-0-7 36.36%),2 (0.18),←,
19,"Blakely, Connor",22y 93d,44 (15-0-29 34.09%),2 (0.05),←,
8,"Brayshaw, Andrew",18y 207d,11 (4-0-7 36.36%),3 (0.27),←,
5,"Cerra, Adam",18y 239d,10 (4-0-6 40.00%),6 (0.60),←,
36,"Cox, Brennan",19y 294d,15 (3-0-12 20.00%),8 (0.53),←,
44,"Duman, Taylin",20y 46d,5 (2-0-3 40.00%),,←,
7,"Fyfe, Nat",26y 258d,149 (84-1-64 56.71%),129 (0.87),←,
42,"Giro, Stefan",19y 85d,1 (0-0-1 0.00%),1 (1.00),←,
21,"Hamling, Joel",25y 55d,55 (28-0-27 50.91%),,32 (12-0-20 37.50%),
40,"Jones, Scott",23y 14d,1 (0-0-1 0.00%),1 (1.00),←,
22,"Kersten, Shane",25y 80d,59 (36-0-23 61.02%),65 (1.10),22 (8-0-14 36.36%),24 (1.09)
26,"Langdon, Ed",22y 122d,35 (12-0-23 34.29%),19 (0.54),←,
23,"McCarthy, Cam",23y 63d,51 (23-0-28 45.10%),73 (1.43),30 (11-0-19 36.67%),37 (1.23)
16,"Mundy, David",32y 318d,283 (147-1-135 52.12%),120 (0.42),←,
27,"Neale, Lachie",25y 10d,124 (61-0-63 49.19%),60 (0.48),←,
25,"Pearce, Alex",22y 359d,32 (13-0-19 40.63%),3 (0.09),←,
38,"Ryan, Luke",22y 117d,22 (6-0-16 27.27%),,←,
11,"Sheridan, Tom",24y 218d,71 (36-0-35 50.70%),24 (0.34),←,
18,"Tucker, Darcy",21y 131d,40 (11-0-29 27.50%),16 (0.40),←,
10,"Walters, Michael",27y 147d,120 (63-1-56 52.92%),213 (1.77),←,
14,"Wilson, Nathan",25y 147d,87 (43-2-42 50.57%),17 (0.20),10 (3-0-7 30.00%),1 (0.10)
Totals,Totals,23y 64d,1234 (599-5-630 48.54%),766 (0.62),,
C,"Lyon, Ross",51y 207d,273 (159-5-109 59.16%),,152 (83-1-68 54.93%),
