Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Bears Games (W-D-L W%),Brisbane Bears Goals (Ave.)
10,"Ashcroft, Marcus",19y 243d,32 (6-0-26 18.75%),17 (0.53),←,
22,"Bain, David",25y 24d,51 (11-0-40 21.57%),33 (0.65),←,
51,"Bell, Corey",18y 122d,1 (0-0-1 0.00%),,←,
8,"Cameron, David",27y 52d,45 (22-0-23 48.89%),76 (1.69),4 (0-0-4 0.00%),5 (1.25)
25,"Campbell, Matthew",27y 116d,52 (12-0-40 23.08%),18 (0.35),←,
2,"Curran, Peter",28y 315d,116 (81-0-35 69.83%),200 (1.72),7 (0-0-7 0.00%),4 (0.57)
4,"Gastev, John",26y 288d,77 (28-0-49 36.36%),55 (0.71),47 (11-0-36 23.40%),24 (0.51)
14,"Hamilton, Shane",20y 281d,36 (12-0-24 33.33%),50 (1.39),9 (0-0-9 0.00%),10 (1.11)
5,"Hardie, Brad",28y 228d,137 (50-0-87 36.50%),195 (1.42),90 (22-0-68 24.44%),167 (1.86)
32,"Hart, Shaun",20y 9d,13 (3-0-10 23.08%),2 (0.15),←,
41,"Kennedy, Matthew",21y 111d,14 (2-0-12 14.29%),,←,
17,"Leslie, Martin",28y 190d,40 (9-0-31 22.50%),3 (0.08),←,
7,"McIvor, Scott",24y 290d,125 (45-0-80 36.00%),49 (0.39),70 (19-0-51 27.14%),34 (0.49)
19,"McLean, Michael",26y 84d,104 (47-2-55 46.15%),26 (0.25),9 (0-0-9 0.00%),3 (0.33)
24,"Merrett, Roger",31y 37d,214 (113-2-99 53.27%),232 (1.08),65 (16-0-49 24.62%),84 (1.29)
11,"Phillips, Brenton",28y 202d,64 (23-0-41 35.94%),33 (0.52),54 (17-0-37 31.48%),30 (0.56)
23,"Schache, Laurence",23y 221d,4 (0-0-4 0.00%),7 (1.75),←,
29,"Taylor, Andrew",25y 328d,31 (11-0-20 35.48%),13 (0.42),30 (10-0-20 33.33%),13 (0.43)
35,"Worsfold, Peter",20y 319d,6 (0-0-6 0.00%),7 (1.17),←,
21,"Zanotti, Mark",26y 199d,77 (25-0-52 32.47%),8 (0.10),41 (8-0-33 19.51%),2 (0.05)
Totals,Totals,25y 0d,1239 (500-4-735 40.36%),1024 (0.83),,
C,"Walls, Robert",40y 309d,208 (115-1-92 55.53%),,9 (0-0-9 0.00%),
