Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Ballantyne, Hayden",12,1,,12,2,,,1.0,2.0,,1.0,3.0,1.0,2.0,,5.0,6.0,,1.0,,,1.0,79.0
21,"Barlow, Michael",13,4,14,27,1,,,6.0,,7.0,4.0,2.0,,,,11.0,18.0,1.0,1.0,3.0,,,72.0
6,"Broughton, Greg",13,8,15,28,,,,3.0,5.0,4.0,1.0,3.0,1.0,2.0,,7.0,21.0,1.0,,2.0,2.0,1.0,85.0
30,"Clarke, Zac",7,4,3,10,1,1.0,10.0,4.0,,,2.0,2.0,1.0,1.0,,5.0,5.0,1.0,1.0,3.0,,,91.0
15,"Crowley, Ryan",15,5,8,23,1,1.0,,2.0,2.0,2.0,4.0,5.0,,3.0,,6.0,18.0,,2.0,,,,85.0
3,"Dawson, Zac",1,3,6,7,1,,,1.0,1.0,,,2.0,,2.0,,3.0,5.0,,,10.0,,,88.0
40,"de Boer, Matt",7,5,7,14,,,,4.0,1.0,2.0,1.0,1.0,,1.0,,7.0,8.0,1.0,,2.0,,,83.0
41,"Duffield, Paul",11,2,6,17,,,,7.0,7.0,,,1.0,,1.0,,3.0,11.0,,,1.0,,1.0,96.0
32,"Hill, Stephen",5,,7,12,,,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,6.0,6.0,,,3.0,2.0,,87.0
5,"Ibbotson, Garrick",6,2,8,14,,,,2.0,1.0,1.0,1.0,5.0,,1.0,,5.0,9.0,,,3.0,,1.0,85.0
37,"Johnson, Michael",16,9,7,23,1,,,1.0,5.0,2.0,,2.0,1.0,,,6.0,16.0,2.0,,4.0,,,99.0
23,"Mayne, Chris",8,3,6,14,1,2.0,,3.0,,6.0,,,3.0,,,8.0,6.0,,1.0,,,1.0,87.0
18,"McPharlin, Luke",6,5,5,11,,,,4.0,2.0,,,,1.0,,,3.0,8.0,,,3.0,,,97.0
16,"Mundy, David",13,2,10,23,,1.0,,4.0,4.0,3.0,2.0,2.0,1.0,,,9.0,14.0,,,,,,88.0
13,"Mzungu, Tendai",5,4,6,11,,1.0,,5.0,2.0,1.0,,,,,,4.0,7.0,1.0,1.0,1.0,,,75.0
27,"Neale, Lachie",5,3,16,21,1,,,,,1.0,2.0,1.0,,,,6.0,15.0,,,1.0,,,77.0
29,"Pavlich, Matthew",8,7,3,11,,2.0,,1.0,,1.0,,3.0,1.0,,,2.0,9.0,1.0,1.0,1.0,,1.0,86.0
46 ↓,"Pearce, Clancee",3,,10,13,,,,3.0,1.0,,,1.0,1.0,,,4.0,10.0,,,1.0,,,49.0
24,"Roberton, Dylan",8,5,6,14,,,,2.0,1.0,,1.0,1.0,2.0,1.0,,5.0,9.0,,,,,,82.0
31,"Sandilands, Aaron",1,2,11,12,,,41.0,1.0,1.0,2.0,3.0,,3.0,,,10.0,2.0,1.0,,2.0,,,86.0
34,"Spurr, Lee",10,5,5,15,,,,1.0,2.0,2.0,,3.0,1.0,1.0,,5.0,10.0,1.0,,1.0,1.0,1.0,86.0
47 ↑,"van Berlo, Jay",3,,3,6,,,1.0,2.0,,2.0,1.0,,,,,2.0,4.0,,,2.0,,,37.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,176,79,162,338,9,9.0,52.0,58.0,39.0,37.0,24.0,39.0,18.0,16.0,,122.0,217.0,10.0,8.0,43.0,5.0,7.0,
Opposition,Opposition,235,106,164,399,17,17.0,25.0,54.0,27.0,67.0,48.0,41.0,16.0,18.0,6.0,142.0,264.0,8.0,10.0,59.0,10.0,8.0,
