Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
22,"Aitken, Ian",24y 345d,57 (38-1-18 67.54%),10 (0.18),←,
31,"Alvin, Tom",30y 4d,157 (91-1-65 58.28%),57 (0.36),←,
17,"Arceri, Mark",27y 183d,87 (41-0-46 47.13%),128 (1.47),17 (8-0-9 47.06%),26 (1.53)
25,"Athorn, Mark",24y 170d,58 (23-1-34 40.52%),13 (0.22),5 (4-0-1 80.00%),2 (0.40)
21,"Bradley, Craig",28y 185d,141 (83-1-57 59.22%),96 (0.68),←,
20,"Brown, Fraser",21y 251d,26 (9-0-17 34.62%),7 (0.27),←,
40,"Cavedon, Andrew",20y 172d,16 (8-0-8 50.00%),14 (0.88),←,
34,"De Iulio, Ron",20y 10d,5 (4-0-1 80.00%),10 (2.00),←,
6,"Dorotich, Jon",29y 364d,107 (59-1-47 55.61%),85 (0.79),←,
12,"Gleeson, Adrian",24y 361d,107 (65-1-41 61.21%),101 (0.94),←,
13,"Hanna, Mil",26y 20d,91 (46-1-44 51.10%),43 (0.47),←,
33,"Hogg, Matthew",23y 126d,63 (27-2-34 44.44%),4 (0.06),4 (3-0-1 75.00%),
4,"Kernahan, Stephen",28y 237d,141 (84-1-56 59.93%),379 (2.69),←,
44,"Madden, Justin",30y 330d,227 (137-1-89 60.57%),146 (0.64),182 (107-1-74 59.07%),126 (0.69)
27,"OSullivan, Luke",24y 28d,25 (11-0-14 44.00%),20 (0.80),←,
7,"Ratten, Brett",20y 289d,26 (11-0-15 42.31%),4 (0.15),←,
14,"Sexton, Michael",21y 51d,21 (10-0-11 47.62%),2 (0.10),←,
9,"Sholl, Brett",20y 231d,5 (4-0-1 80.00%),2 (0.40),←,
11,"Spalding, Earl",27y 45d,114 (74-0-40 64.91%),67 (0.59),5 (4-0-1 80.00%),4 (0.80)
45,"Tarczon, Darren",21y 57d,9 (5-0-4 55.56%),5 (0.56),←,
Totals,Totals,24y 301d,1483 (830-11-642 55.97%),1193 (0.80),,
C,"Parkin, David",49y 226d,310 (178-1-131 57.58%),,147 (91-1-55 62.24%),
