Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
31,"Andrews, Harris",20y 132d,41 (8-0-33 19.51%),7 (0.17),←,
4,"Bastinac, Ryan",25y 304d,146 (71-0-75 48.63%),75 (0.51),25 (4-0-21 16.00%),9 (0.36)
17,"Beams, Claye",25y 233d,47 (12-0-35 25.53%),24 (0.51),←,
9,"Beams, Dayne",27y 69d,133 (79-2-52 60.15%),134 (1.01),23 (3-0-20 13.04%),16 (0.70)
13,"Berry, Jarrod",19y 76d,3 (0-0-3 0.00%),1 (0.33),←,
20,"Cox, Cedric",19y 246d,2 (0-0-2 0.00%),,←,
24,"Dawson, Liam",21y 89d,18 (4-0-14 22.22%),6 (0.33),←,
2,"Harwood, Ryan",25y 258d,75 (25-0-50 33.33%),6 (0.08),←,
30,"Hipwood, Eric",19y 221d,15 (3-0-12 20.00%),20 (1.33),←,
1,"Keays, Ben",20y 58d,18 (3-0-15 16.67%),6 (0.33),←,
35,"Lester, Ryan",24y 239d,85 (26-0-59 30.59%),35 (0.41),←,
12,"Martin, Stefan",30y 156d,119 (28-1-90 23.95%),38 (0.32),62 (14-0-48 22.58%),15 (0.24)
32,"Mayes, Sam",22y 337d,79 (23-0-56 29.11%),26 (0.33),←,
6,"McCluggage, Hugh",19y 50d,3 (0-0-3 0.00%),1 (0.33),←,
25,"McStay, Daniel",21y 302d,46 (9-0-37 19.57%),30 (0.65),←,
10,"Rich, Daniel",26y 319d,148 (48-1-99 32.77%),96 (0.65),←,
18,"Robertson, Nick",21y 323d,31 (4-0-27 12.90%),6 (0.19),←,
5,"Robinson, Mitch",27y 319d,147 (59-1-87 40.48%),78 (0.53),47 (8-0-39 17.02%),20 (0.43)
38,"Rockliff, Tom",27y 59d,139 (42-0-97 30.22%),72 (0.52),←,
23,"Schache, Josh",19y 244d,20 (2-0-18 10.00%),19 (0.95),←,
28,"Taylor, Lewis",22y 64d,68 (14-0-54 20.59%),52 (0.76),←,
15,"Zorko, Dayne",28y 72d,106 (33-0-73 31.13%),109 (1.03),←,
Totals,Totals,23y 190d,1489 (493-5-991 33.11%),841 (0.56),,
C,"Fagan, Chris",55y 303d,5 (1-0-4 20.00%),,←,
