Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",33y 51d,280 (166-0-114 59.29%),139 (0.50),←,
16,"Brown, Leigh",24y 80d,136 (55-1-80 40.81%),52 (0.38),73 (36-1-36 50.00%),32 (0.44)
38,"Gibson, Josh",22y 62d,5 (2-0-3 40.00%),,←,
6,"Grant, Shannon",29y 25d,244 (137-2-105 56.56%),278 (1.14),186 (105-1-80 56.72%),240 (1.29)
15,"Green, Kasey",26y 246d,61 (23-1-37 38.52%),13 (0.21),7 (2-0-5 28.57%),5 (0.71)
31,"Hale, David",21y 357d,44 (19-0-25 43.18%),20 (0.45),←,
39,"Harding, Leigh",25y 18d,77 (39-1-37 51.30%),111 (1.44),←,
4,"Harris, Daniel",24y 4d,76 (38-1-37 50.66%),26 (0.34),←,
29,"Harvey, Brent",28y,201 (115-1-85 57.46%),235 (1.17),←,
2,"Hay, Jonathan",26y 274d,155 (67-1-87 43.55%),12 (0.08),6 (2-0-4 33.33%),
21,"Jones, Corey",25y 77d,88 (41-0-47 46.59%),106 (1.20),←,
40,"LeCras, Brent",24y 214d,6 (4-0-2 66.67%),1 (0.17),←,
1,"McIntosh, Hamish",21y 252d,6 (2-0-4 33.33%),4 (0.67),←,
37,"Perry, Joel",20y 330d,6 (1-0-5 16.67%),,←,
20,"Petrie, Drew",23y 211d,91 (44-1-46 48.90%),71 (0.78),←,
30,"Pratt, Daniel",23y 54d,26 (13-0-13 50.00%),2 (0.08),23 (12-0-11 52.17%),1 (0.04)
3,"Rawlings, Brady",24y 338d,118 (62-0-56 52.54%),49 (0.42),←,
34,"Schwarze, Ben",22y 263d,1 (0-0-1 0.00%),,←,
7,"Simpson, Adam",30y 87d,230 (136-1-93 59.35%),68 (0.30),←,
9,"Sinclair, Jess",27y 261d,146 (56-1-89 38.70%),58 (0.40),96 (43-1-52 45.31%),32 (0.33)
23,"Thompson, Nathan",28y 89d,149 (70-1-78 47.32%),260 (1.74),30 (15-0-15 50.00%),68 (2.27)
8,"Wells, Daniel",21y 100d,69 (35-1-33 51.45%),43 (0.62),←,
Totals,Totals,25y 88d,2215 (1125-13-1077 50.79%),1548 (0.70),,
C,"Laidley, Dani",39y 48d,74 (36-1-37 49.32%),,←,
