Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Buntine, Matt",8,5,6,14,,,,,1.0,3.0,,,1.0,,,8.0,7.0,,,4.0,,,77.0
18,"Cameron, Jeremy",7,4,3,10,5,,,2.0,,1.0,,2.0,1.0,2.0,,6.0,4.0,2.0,4.0,2.0,,1.0,82.0
3,"Coniglio, Stephen",18,7,14,32,,,,6.0,5.0,5.0,5.0,2.0,2.0,2.0,,13.0,22.0,1.0,,2.0,,1.0,86.0
1,"Davis, Phil",8,7,6,14,,,,1.0,2.0,,,1.0,1.0,1.0,,6.0,8.0,2.0,,11.0,,,61.0
4,"Greene, Toby",23,9,8,31,4,3.0,,1.0,2.0,10.0,,6.0,1.0,1.0,3.0,9.0,21.0,2.0,3.0,1.0,,5.0,82.0
32,"Griffen, Ryan",9,7,20,29,,2.0,,1.0,3.0,3.0,9.0,5.0,,3.0,,11.0,17.0,,1.0,2.0,3.0,1.0,76.0
17,"Johnson, Steve",12,5,7,19,4,1.0,,,,5.0,2.0,4.0,,2.0,,9.0,11.0,2.0,1.0,2.0,,,87.0
22,"Kelly, Josh",13,8,14,27,,,,1.0,2.0,1.0,2.0,3.0,2.0,1.0,,10.0,17.0,,,2.0,,1.0,82.0
40,"Kennedy, Adam",5,3,3,8,,,,1.0,,,,1.0,,1.0,,,8.0,,,1.0,,,89.0
37,"Lobb, Rory",5,2,5,10,,,8.0,2.0,,3.0,,1.0,1.0,,,7.0,4.0,,,1.0,,,85.0
41,"Mumford, Shane",1,2,10,11,,,31.0,4.0,,2.0,4.0,5.0,3.0,5.0,,8.0,4.0,1.0,,2.0,,,85.0
24,"Patfull, Joel",11,7,1,12,,,,4.0,,1.0,,1.0,,1.0,,,11.0,,,4.0,,,84.0
12,"Patton, Jonathon",4,3,3,7,1,2.0,,,,,,2.0,1.0,,,7.0,2.0,2.0,3.0,4.0,,,80.0
9,"Scully, Tom",13,7,18,31,,1.0,,5.0,2.0,4.0,2.0,1.0,,,2.0,13.0,21.0,,,3.0,1.0,2.0,89.0
23,"Shaw, Heath",22,14,5,27,,,,3.0,9.0,4.0,,4.0,1.0,,,10.0,18.0,3.0,,3.0,7.0,,93.0
5,"Shiel, Dylan",11,1,11,22,,,,3.0,2.0,4.0,6.0,1.0,2.0,1.0,,8.0,14.0,,,1.0,2.0,1.0,66.0
10,"Smith, Devon",8,5,8,16,1,2.0,,3.0,,4.0,1.0,2.0,,2.0,,4.0,13.0,,1.0,,3.0,,77.0
11,"Steele, Jack",7,5,13,20,1,,,4.0,,3.0,2.0,2.0,,,,8.0,12.0,,,1.0,,,72.0
8,"Ward, Callan",13,4,8,21,1,,,5.0,1.0,3.0,6.0,,4.0,,,9.0,12.0,,,1.0,3.0,,83.0
6,"Whitfield, Lachie",7,3,4,11,1,,,3.0,,3.0,,3.0,,,,,11.0,,,2.0,,1.0,82.0
29,"Williams, Zac",13,3,13,26,1,,,4.0,5.0,3.0,,5.0,,,,3.0,24.0,,,3.0,1.0,,78.0
16,"Wilson, Nathan",12,3,9,21,,,,6.0,6.0,1.0,,2.0,,,,4.0,17.0,,,7.0,,2.0,80.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,230,114,189,419,19,12.0,39.0,59.0,40.0,63.0,39.0,53.0,20.0,22.0,5.0,153.0,278.0,15.0,13.0,59.0,20.0,15.0,
Opposition,Opposition,203,88,167,370,12,7.0,36.0,58.0,38.0,53.0,37.0,46.0,22.0,20.0,1.0,129.0,239.0,14.0,6.0,40.0,6.0,9.0,
