St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
15,"Billings, Jack",18y 244d,2 (2-0-0 100.00%),2 (1.00),←,
27,"Bruce, Josh",21y 315d,15 (2-0-13 13.33%),3 (0.20),1 (1-0-0 100.00%),
26,"Curren, Tom",21y 264d,12 (5-0-7 41.67%),3 (0.25),←,
21,"Delaney, Luke",24y 299d,31 (17-0-14 54.84%),1 (0.03),5 (3-0-2 60.00%),
24,"Dempster, Sean",30y 89d,165 (91-3-71 56.06%),19 (0.12),111 (56-3-52 51.80%),11 (0.10)
36,"Dunstan, Luke",19y 80d,5 (3-0-2 60.00%),3 (0.60),←,
14,"Geary, Jarryn",25y 300d,98 (57-0-41 58.16%),19 (0.19),←,
33,"Gwilt, James",27y 251d,114 (65-3-46 58.33%),21 (0.18),←,
7,"Hayes, Lenny",34y 95d,281 (139-6-136 50.53%),91 (0.32),←,
1,"Hickey, Tom",23y 44d,28 (7-0-21 25.00%),10 (0.36),16 (6-0-10 37.50%),5 (0.31)
4,"Jones, Clinton",30y 76d,138 (82-4-52 60.87%),35 (0.25),←,
11,"Montagna, Leigh",30y 168d,216 (125-4-87 58.80%),133 (0.62),←,
16,"Newnes, Jack",21y 54d,30 (12-0-18 40.00%),1 (0.03),←,
22,"Ray, Farren",28y 27d,181 (100-4-77 56.35%),53 (0.29),106 (65-3-38 62.74%),21 (0.20)
12,"Riewoldt, Nick",31y 184d,264 (139-5-120 53.60%),587 (2.22),←,
6,"Ross, Sebastian",20y 347d,15 (6-0-9 40.00%),3 (0.20),←,
35,"Saunders, Josh",19y 231d,15 (3-0-12 20.00%),4 (0.27),←,
13,"Schneider, Adam",29y 342d,201 (127-3-71 63.93%),244 (1.21),103 (67-2-34 66.02%),145 (1.41)
28,"Stanley, Rhys",23y 139d,44 (20-0-24 45.45%),25 (0.57),←,
3,"Steven, Jack",24y 22d,75 (34-1-40 46.00%),58 (0.77),←,
43,"Templeton, Eli",18y 243d,5 (3-0-2 60.00%),4 (0.80),←,
29,"Webster, Jimmy",20y 295d,15 (4-0-11 26.67%),1 (0.07),←,
Totals,Totals,24y 303d,1950 (1043-33-874 53.49%),1320 (0.68),,
C,"Richardson, Alan",48y 337d,6 (3-0-3 50.00%),,5 (3-0-2 60.00%),
