Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
26,"Brown, Gavin",29y 254d,193 (99-5-89 52.59%),144 (0.75),←,
5,"Buckley, Nathan",24y 315d,96 (37-2-57 39.58%),93 (0.97),76 (33-2-41 44.74%),72 (0.95)
28,"Crosisca, Gavin",28y 264d,192 (107-5-80 57.03%),49 (0.26),←,
39,"Crow, Scott",23y 170d,43 (19-0-24 44.19%),14 (0.33),30 (13-0-17 43.33%),12 (0.40)
24,"Curran, Chris",22y 307d,30 (16-2-12 56.67%),13 (0.43),←,
4,"James, Aaron",20y 218d,20 (7-2-11 40.00%),6 (0.30),←,
33,"Liddell, Chad",20y 136d,13 (5-1-7 42.31%),6 (0.46),←,
27,"McDonald, Alex",27y 113d,79 (41-0-38 51.90%),36 (0.46),33 (15-0-18 45.45%),12 (0.36)
1,"Monkhorst, Damian",27y 289d,165 (94-4-67 58.18%),35 (0.21),←,
44,"Osborne, Richard",32y 355d,262 (110-2-150 42.37%),563 (2.15),8 (5-0-3 62.50%),15 (1.88)
6,"Patterson, Stephen",26y 153d,49 (22-1-26 45.92%),57 (1.16),←,
35,"Prestigiacomo, Simon",19y 126d,17 (7-0-10 41.18%),,←,
3,"Richardson, Mark",24y 218d,59 (30-1-28 51.69%),49 (0.83),←,
23,"Rocca, Anthony",19y 295d,33 (17-0-16 51.52%),30 (0.91),11 (6-0-5 54.55%),19 (1.73)
36,"Rocca, Saverio",23y 198d,100 (51-2-47 52.00%),351 (3.51),←,
29,"Russell, Scott",27y 30d,156 (88-3-65 57.37%),95 (0.61),←,
12,"Schauble, Andrew",20y 201d,34 (15-0-19 44.12%),5 (0.15),←,
14,"Watson, Shane",23y 109d,99 (48-1-50 48.99%),61 (0.62),←,
22,"Wild, Jason",21y 116d,38 (18-2-18 50.00%),12 (0.32),←,
10,"Williams, Paul",24y 64d,124 (63-2-59 51.61%),164 (1.32),←,
19,"Wright, Graham",29y,173 (102-4-67 60.12%),103 (0.60),←,
Totals,Totals,24y 239d,1975 (996-39-940 50.43%),1886 (0.95),,
C,"Shaw, Tony",36y 318d,33 (15-0-18 45.45%),,←,
