Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",23y 117d,73 (32-2-39 45.21%),44 (0.60),←,
35,"Baxter, Darren",27y 30d,109 (50-3-56 47.25%),18 (0.17),←,
6,"Campbell, Tony",24y 249d,80 (43-0-37 53.75%),61 (0.76),5 (4-0-1 80.00%),
20,"Coleman, Glenn",31y 75d,170 (91-2-77 54.12%),94 (0.55),45 (23-1-21 52.22%),30 (0.67)
26,"Del-Re, Danny",24y 66d,25 (13-1-11 54.00%),41 (1.64),←,
32,"Foster, Peter",31y 321d,155 (81-3-71 53.23%),56 (0.36),148 (78-3-67 53.72%),54 (0.36)
29,"Grant, Chris",19y 127d,40 (21-1-18 53.75%),81 (2.03),←,
7,"Hawkins, Doug",31y 349d,270 (110-4-156 41.48%),176 (0.65),←,
10,"Hunter, Mark",26y 228d,65 (28-2-35 44.62%),2 (0.03),←,
4,"Kellett, Nigel",22y 122d,25 (12-0-13 48.00%),7 (0.28),←,
21,"Kolyniuk, Steven",21y 288d,48 (24-1-23 51.04%),57 (1.19),←,
39,"Liberatore, Tony",26y 67d,64 (35-1-28 55.47%),40 (0.63),←,
27,"Macpherson, Stephen",27y 138d,143 (68-3-72 48.60%),136 (0.95),←,
25,"Mansfield, Matthew",22y 299d,7 (4-0-3 57.14%),,←,
33,"Royal, Brian",30y 128d,175 (91-2-82 52.57%),240 (1.37),←,
34,"Sexton, Ben",19y 172d,9 (5-1-3 61.11%),10 (1.11),←,
31,"Smith, Rohan",18y 323d,5 (4-0-1 80.00%),5 (1.00),←,
8,"Toohey, Bernard",29y 60d,228 (114-1-113 50.22%),112 (0.49),5 (4-0-1 80.00%),1 (0.20)
24,"Wallis, Stephen",27y 174d,182 (94-2-86 52.20%),41 (0.23),←,
15,"Wynd, Scott",22y 84d,60 (27-1-32 45.83%),11 (0.18),←,
Totals,Totals,25y 153d,1933 (947-30-956 48.99%),1232 (0.64),,
C,"Wheeler, Terry",37y 36d,49 (25-1-23 52.04%),,←,
