Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
26,"Brown, Gavin",31y 219d,226 (107-5-114 48.45%),159 (0.70),←,
17,"Burns, Scott",24y 130d,74 (28-1-45 38.51%),29 (0.39),←,
28,"Crosisca, Gavin",30y 229d,230 (118-5-107 52.39%),63 (0.27),←,
9,"Freeborn, Glenn",26y 85d,61 (38-0-23 62.30%),29 (0.48),6 (0-0-6 0.00%),2 (0.33)
7,"Gardiner, Michael",21y 41d,6 (0-0-6 0.00%),1 (0.17),←,
43,"Godden, Luke",20y 223d,26 (7-0-19 26.92%),,←,
38,"Jacotine, Craig",18y 315d,2 (0-0-2 0.00%),1 (0.50),←,
40,"King, Clinton",21y 39d,21 (7-0-14 33.33%),12 (0.57),12 (2-0-10 16.67%),8 (0.67)
33,"Lane, Tyson",22y 250d,25 (9-0-16 36.00%),27 (1.08),6 (0-0-6 0.00%),8 (1.33)
32,"Licuria, Paul",21y 118d,14 (2-0-12 14.29%),5 (0.36),4 (0-0-4 0.00%),3 (0.75)
48,"Michael, Mal",21y 312d,30 (12-0-18 40.00%),3 (0.10),←,
34,"Oborne, Brad",18y 317d,1 (0-0-1 0.00%),1 (1.00),←,
2,"Orchard, Mark",23y 30d,59 (29-1-29 50.00%),10 (0.17),18 (5-1-12 30.56%),5 (0.28)
6,"Patterson, Stephen",28y 118d,83 (32-1-50 39.16%),76 (0.92),←,
35,"Prestigiacomo, Simon",21y 91d,32 (10-0-22 31.25%),2 (0.06),←,
3,"Richardson, Mark",26y 183d,90 (39-1-50 43.89%),65 (0.72),←,
23,"Rocca, Anthony",21y 260d,62 (26-0-36 41.94%),66 (1.06),40 (15-0-25 37.50%),55 (1.38)
44,"Scotland, Heath",18y 285d,4 (0-0-4 0.00%),,←,
13,"Tape, Jamie",25y 27d,84 (39-1-44 47.02%),5 (0.06),9 (0-0-9 0.00%),1 (0.11)
20,"Tarrant, Chris",18y 226d,13 (4-0-9 30.77%),5 (0.38),←,
21,"Tuckey, Brent",19y 248d,4 (0-0-4 0.00%),,←,
10,"Williams, Paul",26y 29d,157 (72-2-83 46.50%),190 (1.21),←,
Totals,Totals,23y 39d,1304 (579-17-708 44.40%),749 (0.57),,
C,"Shaw, Tony",38y 283d,72 (26-0-46 36.11%),,←,
