North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
13,"Adams, Leigh",26y 118d,100 (51-1-48 51.50%),70 (0.70),←,
18,"Atley, Shaun",21y 323d,79 (41-0-38 51.90%),9 (0.11),←,
3,"Bastinac, Ryan",23y 41d,97 (52-0-45 53.61%),53 (0.55),←,
35,"Black, Aaron",23y 246d,40 (22-0-18 55.00%),59 (1.48),←,
10,"Cunnington, Ben",23y 33d,92 (47-0-45 51.09%),34 (0.37),←,
15,"Dal Santo, Nick",30y 161d,278 (155-5-118 56.65%),145 (0.52),18 (10-0-8 55.56%),5 (0.28)
38,"Daw, Majak",23y 144d,14 (7-0-7 50.00%),15 (1.07),←,
11,"Firrito, Michael",30y 248d,224 (110-2-112 49.55%),28 (0.13),←,
43,"Gibson, Sam",28y 67d,53 (30-0-23 56.60%),20 (0.38),←,
22,"Goldstein, Todd",26y 32d,119 (61-1-57 51.68%),55 (0.46),←,
24,"Greenwood, Levi",25y 164d,69 (36-1-32 52.90%),23 (0.33),←,
6,"Hansen, Lachlan",25y 350d,116 (58-1-57 50.43%),76 (0.66),←,
29,"Harvey, Brent",36y 80d,380 (205-3-172 54.34%),453 (1.19),←,
5,"Jacobs, Ben",22y 205d,41 (12-0-29 29.27%),8 (0.20),15 (7-0-8 46.67%),3 (0.20)
21,"McDonald, Luke",19y 174d,17 (9-0-8 52.94%),,←,
41,"Mullett, Aaron",22y 160d,45 (24-0-21 53.33%),24 (0.53),←,
20,"Petrie, Drew",31y 291d,262 (127-3-132 49.05%),339 (1.29),←,
9,"Swallow, Andrew",27y 61d,157 (74-1-82 47.45%),72 (0.46),←,
12,"Thomas, Lindsay",26y 155d,147 (69-2-76 47.62%),241 (1.64),←,
16,"Thompson, Scott",28y 85d,129 (58-2-69 45.74%),6 (0.05),←,
19,"Wright, Sam",24y 18d,77 (38-0-39 49.35%),54 (0.70),←,
7,"Ziebell, Jack",23y 155d,93 (43-0-50 46.24%),46 (0.49),←,
Totals,Totals,25y 333d,2629 (1329-22-1278 50.55%),1830 (0.70),,
C,"Scott, Brad",38y 91d,107 (55-0-52 51.40%),,←,
