Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
18,"Cameron, Jeremy",24y 34d,100 (37-0-63 37.00%),258 (2.58),←,
3,"Coniglio, Stephen",23y 141d,86 (35-0-51 40.70%),34 (0.40),←,
35,"Corr, Aidan",22y 353d,41 (14-0-27 34.15%),1 (0.02),←,
1,"Davis, Phil",26y 248d,103 (45-0-58 43.69%),6 (0.06),85 (34-0-51 40.00%),5 (0.06)
27,"Himmelberg, Harry",20y 362d,5 (4-0-1 80.00%),,←,
2,"Hopper, Jacob",20y 88d,16 (12-0-4 75.00%),8 (0.50),←,
17,"Johnson, Steve",33y 305d,281 (198-3-80 71.00%),501 (1.78),28 (20-0-8 71.43%),49 (1.75)
22,"Kelly, Josh",22y 82d,67 (35-0-32 52.24%),38 (0.57),←,
40,"Kennedy, Adam",24y 297d,83 (26-0-57 31.33%),6 (0.07),←,
15,"Kennedy, Matthew",20y 29d,8 (5-0-3 62.50%),4 (0.50),←,
37,"Lobb, Rory",24y 85d,42 (25-0-17 59.52%),45 (1.07),←,
41,"Mumford, Shane",30y 304d,158 (103-2-53 65.82%),47 (0.30),58 (34-0-24 58.62%),8 (0.14)
12,"Patton, Jonathon",23y 350d,60 (27-0-33 45.00%),87 (1.45),←,
9,"Scully, Tom",25y 355d,134 (51-1-82 38.43%),61 (0.46),103 (38-0-65 36.89%),55 (0.53)
23,"Shaw, Heath",31y 159d,244 (149-2-93 61.48%),39 (0.16),71 (39-0-32 54.93%),2 (0.03)
5,"Shiel, Dylan",24y 57d,94 (36-0-58 38.30%),49 (0.52),←,
10,"Smith, Devon",23y 350d,100 (34-0-66 34.00%),94 (0.94),←,
14,"Taranto, Tim",19y 97d,6 (4-0-2 66.67%),1 (0.17),←,
20,"Tomlinson, Adam",23y 268d,74 (23-0-51 31.08%),19 (0.26),←,
8,"Ward, Callan",27y 25d,174 (73-0-101 41.95%),87 (0.50),114 (41-0-73 35.96%),54 (0.47)
29,"Williams, Zac",22y 227d,60 (29-0-31 48.33%),14 (0.23),←,
16,"Wilson, Nathan",24y 118d,59 (30-0-29 50.85%),14 (0.24),←,
Totals,Totals,24y 214d,1995 (995-8-992 49.87%),1413 (0.71),,
C,"Cameron, Leon",44y 245d,75 (39-0-36 52.00%),,←,
