St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
15,"Billings, Jack",25y 46d,125 (49-1-75 39.60%),88 (0.70),←,
16,"Butler, Dan",24y 122d,63 (42-0-21 66.67%),81 (1.29),18 (11-0-7 61.11%),28 (1.56)
2,"Carlisle, Jake",29y 2d,147 (67-1-79 45.92%),61 (0.41),62 (27-1-34 44.35%),7 (0.11)
11,"Clark, Hunter",21y 191d,46 (20-1-25 44.57%),6 (0.13),←,
1,"Coffield, Nick",20y 346d,35 (14-1-20 41.43%),1 (0.03),←,
14,"Geary, Jarryn",32y 102d,203 (101-2-100 50.25%),33 (0.16),←,
10,"Hannebery, Dan",29y 222d,220 (141-2-77 64.55%),99 (0.45),12 (6-0-6 50.00%),4 (0.33)
8,"Hill, Bradley",27y 86d,167 (105-0-62 62.87%),81 (0.49),18 (11-0-7 61.11%),2 (0.11)
20,"Howard, Dougal",24y 192d,63 (34-0-29 53.97%),15 (0.24),18 (11-0-7 61.11%),1 (0.06)
3,"Jones, Zak",25y 202d,105 (58-0-47 55.24%),28 (0.27),15 (9-0-6 60.00%),5 (0.33)
25,"Kent, Dean",26y 222d,90 (34-0-56 37.78%),84 (0.93),27 (14-0-13 51.85%),21 (0.78)
12,"King, Max",20y 88d,17 (10-0-7 58.82%),22 (1.29),←,
21,"Long, Ben",23y 43d,45 (17-1-27 38.89%),21 (0.47),←,
13,"Lonie, Jack",24y 51d,75 (31-0-44 41.33%),69 (0.92),←,
19,"Marshall, Rowan",24y 314d,51 (20-0-31 39.22%),27 (0.53),←,
28,"Membrey, Tim",26y 130d,109 (49-2-58 45.87%),189 (1.73),108 (48-2-58 45.37%),189 (1.75)
33,"Paton, Ben",21y 350d,34 (16-0-18 47.06%),4 (0.12),←,
6,"Ross, Sebastian",27y 149d,139 (52-2-85 38.13%),23 (0.17),←,
18,"Ryder, Paddy",32y 203d,257 (130-4-123 51.36%),181 (0.70),14 (9-0-5 64.29%),10 (0.71)
35,"Sinclair, Jack",25y 234d,97 (39-1-57 40.72%),40 (0.41),←,
9,"Steele, Jack",24y 295d,96 (40-1-55 42.19%),35 (0.36),79 (32-1-46 41.14%),26 (0.33)
44,"Wilkie, Callum",24y 207d,40 (20-0-20 50.00%),,←,
Totals,Totals,25y 206d,2224 (1089-19-1116 48.97%),1188 (0.53),,
C,"Ratten, Brett",49y 84d,144 (74-1-69 51.74%),,24 (14-0-10 58.33%),
