Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
41,"Casboult, Levi",7,7,6,13,,,4.0,1.0,4.0,1.0,,1.0,1.0,1.0,,5.0,8.0,2.0,,11.0,,,94.0
9,"Cripps, Patrick",11,4,24,35,1,2.0,,7.0,5.0,2.0,14.0,8.0,1.0,5.0,2.0,19.0,16.0,1.0,,,,,92.0
28,"Cuningham, David",6,4,17,23,2,,,4.0,2.0,2.0,3.0,4.0,,1.0,,10.0,16.0,,1.0,2.0,,3.0,74.0
30,"Curnow, Charlie",10,4,2,12,2,,,1.0,,2.0,,3.0,1.0,1.0,,9.0,3.0,3.0,2.0,2.0,,,85.0
35,"Curnow, Ed",13,6,13,26,,1.0,,3.0,,2.0,3.0,2.0,,,,8.0,18.0,1.0,,,,1.0,91.0
2,"Dow, Paddy",10,4,10,20,,2.0,,2.0,2.0,2.0,4.0,4.0,,1.0,,8.0,13.0,2.0,2.0,,1.0,,71.0
25,"Fisher, Zac",8,1,13,21,,,,,1.0,3.0,4.0,2.0,,,,9.0,12.0,,,,1.0,1.0,67.0
40,"Gibbons, Michael",6,1,8,14,1,,,8.0,,2.0,,4.0,1.0,,,4.0,10.0,,1.0,,,1.0,68.0
8,"Kreuzer, Matthew",8,1,6,14,,,22.0,3.0,1.0,3.0,5.0,2.0,1.0,1.0,,10.0,6.0,1.0,,4.0,,,92.0
22,"Marchbank, Caleb",17,9,6,23,,,,1.0,8.0,,,2.0,,,,8.0,14.0,1.0,,3.0,,,85.0
11,"McGovern, Mitch",6,3,4,10,3,,,4.0,,3.0,,,,,,5.0,5.0,1.0,1.0,2.0,,,71.0
10,"McKay, Harry",6,5,1,7,2,1.0,,1.0,,,,1.0,,1.0,,1.0,5.0,1.0,3.0,,,,80.0
3,"Murphy, Marc",16,7,14,30,1,,,4.0,5.0,3.0,2.0,5.0,,3.0,,10.0,18.0,,,,,,84.0
5,"Petrevski-Seton, Sam",10,4,9,19,,1.0,,8.0,,2.0,3.0,4.0,,2.0,,4.0,15.0,,,,,,82.0
20,"Plowman, Lachie",10,4,5,15,,,,1.0,6.0,,1.0,,,,,7.0,6.0,1.0,,3.0,,,96.0
43,"Setterfield, Will",4,1,11,15,,,,5.0,,4.0,1.0,1.0,,,,7.0,9.0,,,2.0,,1.0,73.0
1,"Silvagni, Jack",8,1,7,15,1,1.0,,3.0,,3.0,,4.0,,2.0,,4.0,12.0,,,2.0,1.0,2.0,77.0
13,"Stocker, Liam",10,3,6,16,,,,3.0,2.0,4.0,1.0,5.0,,3.0,,4.0,12.0,,,2.0,,1.0,78.0
39,"Thomas, Dale",17,5,7,24,,,,,12.0,1.0,,3.0,,,,6.0,12.0,,,3.0,,,84.0
18,"Walsh, Sam",6,4,14,20,,,,3.0,,3.0,2.0,1.0,,,,9.0,14.0,,,2.0,,,85.0
23,"Weitering, Jacob",9,5,4,13,,,,1.0,3.0,,1.0,2.0,2.0,1.0,,5.0,8.0,,,11.0,,,97.0
31,"Williamson, Tom",9,4,4,13,,,,2.0,1.0,1.0,,,1.0,,,2.0,11.0,,,5.0,1.0,,73.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,207,87,191,398,13,9.0,26.0,65.0,52.0,43.0,44.0,58.0,8.0,22.0,2.0,154.0,243.0,14.0,10.0,54.0,4.0,10.0,
Opposition,Opposition,237,92,183,420,16,10.0,50.0,72.0,29.0,69.0,41.0,48.0,22.0,8.0,4.0,162.0,253.0,10.0,15.0,57.0,6.0,7.0,
