Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1 ↓,"Ballantyne, Hayden",9,4,3,12,2,2.0,,4.0,,3.0,,2.0,2.0,,,4.0,9.0,,,1.0,3.0,1.0,55.0
21,"Barlow, Michael",12,3,15,27,1,,,7.0,1.0,3.0,4.0,3.0,,1.0,2.0,14.0,12.0,,,,2.0,1.0,85.0
30,"Clarke, Zac",10,5,11,21,1,,20.0,3.0,,6.0,1.0,2.0,1.0,1.0,,11.0,10.0,1.0,,2.0,,3.0,88.0
15,"Crowley, Ryan",6,4,13,19,1,,1.0,6.0,1.0,1.0,3.0,3.0,1.0,3.0,,10.0,10.0,,1.0,1.0,,,93.0
3,"Dawson, Zac",2,1,12,14,,,,,1.0,,,,,,,6.0,9.0,,,4.0,,,90.0
9,"de Boer, Matt",7,4,8,15,1,1.0,,4.0,,1.0,3.0,1.0,3.0,1.0,,10.0,5.0,1.0,1.0,1.0,,1.0,83.0
41,"Duffield, Paul",17,9,1,18,1,,,1.0,1.0,2.0,,1.0,,,,4.0,12.0,1.0,,1.0,,,87.0
7,"Fyfe, Nat",12,4,7,19,2,,2.0,2.0,2.0,5.0,5.0,1.0,2.0,,,12.0,6.0,2.0,1.0,1.0,,,82.0
37,"Johnson, Michael",17,7,9,26,,,,1.0,3.0,1.0,,3.0,1.0,,,5.0,18.0,,,1.0,1.0,,94.0
23,"Mayne, Chris",7,3,11,18,2,1.0,,11.0,,2.0,3.0,1.0,3.0,,,6.0,11.0,,1.0,2.0,,3.0,85.0
16,"Mundy, David",14,2,10,24,,,1.0,3.0,1.0,4.0,7.0,4.0,,2.0,,10.0,13.0,,,,,1.0,78.0
13,"Mzungu, Tendai",13,9,10,23,2,1.0,,2.0,2.0,1.0,2.0,4.0,,3.0,,5.0,18.0,,2.0,2.0,,,90.0
27,"Neale, Lachie",11,4,15,26,3,,,3.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,13.0,13.0,,,1.0,,2.0,80.0
29,"Pavlich, Matthew",7,6,4,11,2,3.0,,1.0,,2.0,,1.0,1.0,1.0,,3.0,9.0,,1.0,2.0,,,82.0
6,"Pearce, Danyle",15,6,10,25,,2.0,,3.0,2.0,4.0,1.0,2.0,,1.0,,9.0,17.0,,,1.0,,,83.0
31,"Sandilands, Aaron",,,6,6,,,28.0,,,1.0,2.0,1.0,,,,4.0,3.0,,,4.0,,2.0,83.0
11,"Sheridan, Tom",8,3,7,15,1,,,2.0,,2.0,,6.0,,2.0,,3.0,14.0,,1.0,3.0,,2.0,86.0
36,"Silvagni, Alex",11,8,1,12,,,,2.0,3.0,3.0,,1.0,2.0,1.0,,3.0,9.0,1.0,,8.0,,1.0,92.0
34,"Spurr, Lee",15,7,5,20,,1.0,,1.0,2.0,1.0,,,,,,3.0,15.0,,2.0,2.0,1.0,,91.0
8,"Suban, Nick",20,8,6,26,2,,,2.0,2.0,3.0,4.0,3.0,3.0,,3.0,7.0,21.0,1.0,,,5.0,,83.0
33 ↑,"Sutcliffe, Cam",4,1,,4,1,,,,,1.0,,,,,,1.0,3.0,,1.0,2.0,,,25.0
10,"Walters, Michael",10,4,3,13,2,1.0,,2.0,,3.0,,,,,,8.0,6.0,,2.0,2.0,,2.0,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,227,102,167,394,24,13.0,52.0,60.0,23.0,51.0,39.0,42.0,20.0,17.0,6.0,151.0,243.0,7.0,13.0,41.0,12.0,19.0,
Opposition,Opposition,152,64,154,306,6,8.0,23.0,107.0,27.0,29.0,31.0,52.0,17.0,20.0,,108.0,197.0,5.0,5.0,39.0,7.0,4.0,
