Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Barker, John",8,4,1,9,1,,3.0,,3.0,1.0,,,1.0,1.0,,,,,,,,,
1,"Chapman, Nathan",2,2,3,5,,,,1.0,,1.0,,,1.0,,,,,,,,,,
17,"Chick, Daniel",7,,2,9,,,,2.0,2.0,,,1.0,2.0,,,,,,,,,,
23,"Crawford, Justin",5,3,3,8,,1.0,,1.0,,2.0,1.0,2.0,1.0,,1.0,,,,,,,,
9,"Crawford, Shane",17,4,7,24,1,,,1.0,5.0,6.0,5.0,,1.0,,,,,,,,,,
24,"Croad, Trent",3,2,,3,,1.0,,,,3.0,,,,,,,,,,,,,
32,"Dixon, Ben",11,4,1,12,3,,,,,6.0,,,2.0,1.0,,,,,,,,,
19,"Dunstall, Jason",6,6,2,8,4,2.0,,,,,,,,,,,,,,,,,
39,"Fraser, Kane",,,1,1,,,,1.0,,,,,,,,,,,,,,,
5,"Harford, Daniel",13,4,4,17,,2.0,,,1.0,2.0,2.0,3.0,,2.0,,,,,,,,,
13,"Hassall, Jon",9,3,6,15,,,,,1.0,4.0,,1.0,,,,,,,,,,,
2,"Holland, Nick",10,10,8,18,,,3.0,,5.0,4.0,1.0,,1.0,1.0,,,,,,,,,
11,"Kappler, Darren",12,4,3,15,,1.0,,,3.0,1.0,1.0,,,4.0,,,,,,,,,
14,"Krummel, Brendan",1,2,2,3,,,,1.0,,1.0,,,,,,,,,,,,,
37,"Lekkas, Angelo",13,2,3,16,,,,1.0,3.0,2.0,2.0,,,,,,,,,,,,
15,"Lord, Aaron",5,3,9,14,,,,,,4.0,,,1.0,,,,,,,,,,
7,"McCabe, Luke",8,3,9,17,,,,1.0,3.0,2.0,,1.0,1.0,1.0,,,,,,,,,
20,"Rawlings, Jade",6,3,6,12,,,,,1.0,3.0,,,,1.0,,,,,,,,,
10,"Robran, Jonathon",6,2,2,8,,,,,6.0,,,,,1.0,,,,,,,,,
4,"Salmon, Paul",6,1,4,10,2,1.0,23.0,1.0,,,1.0,3.0,2.0,,,,,,,,,,
6,"Taylor, Richard",12,4,5,17,,,,,2.0,5.0,2.0,,,1.0,,,,,,,,,
30,"Woods, Tony",9,4,5,14,,,,,1.0,5.0,1.0,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,169,70,86,255,11,14.0,29.0,10.0,36.0,52.0,16.0,11.0,13.0,13.0,1.0,,,,,,,,
Opposition,Opposition,223,100,102,325,17,15.0,20.0,22.0,37.0,63.0,38.0,21.0,13.0,13.0,5.0,,,,,,,,
