Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
28,"Daniher, Darcy",5,2,3,8,,,,,3.0,,,2.0,,,,4.0,4.0,,,7.0,,,70.0
29,"Davey, Alwyn",5,2,10,15,,,,5.0,,4.0,2.0,3.0,,1.0,1.0,7.0,8.0,,,2.0,,,87.0
15,"Dempsey, Courtenay",4,2,7,11,,,,3.0,1.0,1.0,,1.0,1.0,,,5.0,7.0,,,4.0,3.0,,83.0
2,"Dyson, Ricky",7,,6,13,,,,5.0,1.0,3.0,1.0,4.0,1.0,2.0,,5.0,8.0,,,,,,71.0
31,"Fletcher, Dustin",5,2,8,13,,,,2.0,4.0,,,,,,,5.0,6.0,1.0,,6.0,,,96.0
19,"Hille, David",5,3,6,11,,,21.0,,,3.0,3.0,2.0,1.0,,,6.0,4.0,,,,,2.0,87.0
18,"Lloyd, Matthew",12,8,5,17,3,2.0,,1.0,,2.0,,1.0,1.0,1.0,,7.0,11.0,4.0,4.0,,,,81.0
13,"Lovett, Andrew",9,1,6,15,1,2.0,,4.0,1.0,5.0,3.0,2.0,1.0,1.0,,6.0,8.0,,,1.0,1.0,,87.0
25,"Lucas, Scott",14,9,3,17,,,,2.0,1.0,6.0,1.0,5.0,1.0,2.0,,5.0,12.0,,2.0,1.0,,,80.0
33,"McPhee, Adam",7,7,7,14,1,1.0,,6.0,,4.0,,8.0,1.0,3.0,,5.0,7.0,1.0,1.0,,1.0,1.0,79.0
10,"McVeigh, Mark",6,2,7,13,,1.0,,4.0,1.0,4.0,2.0,,2.0,,,3.0,10.0,,,1.0,,,83.0
6,"Monfries, Angus",3,2,10,13,,,,,,1.0,,2.0,2.0,1.0,,4.0,10.0,,,1.0,,,72.0
17,"Nash, Jay",6,3,4,10,,,,2.0,2.0,,,3.0,1.0,2.0,,2.0,8.0,,,3.0,,,72.0
16,"Pears, Tayte",5,1,9,14,,,,2.0,2.0,,,2.0,,1.0,,3.0,10.0,,,6.0,,,98.0
41,"Quinn, Michael",3,3,5,8,,,,,2.0,,,2.0,,1.0,,4.0,5.0,,,2.0,1.0,,79.0
30,"Ryder, Paddy",5,2,5,10,,1.0,6.0,2.0,,2.0,1.0,,2.0,,,5.0,5.0,,1.0,5.0,,,74.0
21,"Skipworth, Hayden",3,1,13,16,,,,4.0,2.0,,2.0,1.0,,,,4.0,12.0,,,2.0,,,69.0
20,"Slattery, Henry",4,1,5,9,,,,3.0,,,,1.0,,1.0,,,8.0,,,3.0,,,82.0
5,"Stanton, Brent",14,5,12,26,1,,,4.0,8.0,5.0,2.0,2.0,,,,5.0,21.0,,,3.0,3.0,,89.0
4,"Watson, Jobe",10,,14,24,,2.0,,8.0,,4.0,7.0,4.0,2.0,1.0,,11.0,13.0,,,2.0,,,88.0
8,"Winderlich, Jason",8,5,9,17,1,,,4.0,,2.0,2.0,1.0,1.0,,,5.0,12.0,,,2.0,2.0,,86.0
11,"Zaharakis, David",10,2,10,20,,1.0,,2.0,2.0,2.0,1.0,3.0,,1.0,,3.0,17.0,,,1.0,,,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,150,63,164,314,7,15.0,27.0,63.0,30.0,48.0,27.0,49.0,17.0,18.0,1.0,104.0,206.0,6.0,8.0,52.0,11.0,3.0,
Opposition,Opposition,223,140,141,364,10,9.0,38.0,75.0,37.0,42.0,29.0,46.0,18.0,17.0,5.0,110.0,251.0,12.0,16.0,40.0,13.0,6.0,
