St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
20,"Armitage, David",22y 339d,36 (17-1-18 48.61%),18 (0.50),←,
27,"Blake, Jason",30y 67d,192 (107-5-80 57.03%),34 (0.18),←,
35,"Cripps, Jamie",19y 28d,4 (1-0-3 25.00%),7 (1.75),←,
26,"Dal Santo, Nick",27y 88d,201 (118-5-78 59.95%),107 (0.53),←,
6,"Dawson, Zac",25y 88d,64 (37-3-24 60.16%),3 (0.05),50 (33-3-14 69.00%),3 (0.06)
24,"Dempster, Sean",27y 121d,104 (62-3-39 61.06%),16 (0.15),50 (27-3-20 57.00%),8 (0.16)
25,"Fisher, Sam",28y 315d,152 (95-4-53 63.82%),19 (0.13),←,
19,"Gilbert, Sam",24y 275d,95 (60-4-31 65.26%),15 (0.16),←,
18,"Goddard, Brendon",26y 1d,170 (106-3-61 63.24%),83 (0.49),←,
33,"Gwilt, James",24y 283d,75 (47-3-25 64.67%),19 (0.25),←,
4,"Jones, Clinton",27y 108d,82 (56-4-22 70.73%),23 (0.28),←,
23,"Koschitzke, Justin",28y 243d,167 (94-3-70 57.19%),203 (1.22),←,
44,"Milne, Stephen",31y 74d,221 (119-5-97 54.98%),452 (2.05),←,
11,"Montagna, Leigh",27y 200d,155 (97-4-54 63.87%),90 (0.58),←,
30,"Peake, Brett",27y 320d,102 (51-3-48 51.47%),53 (0.52),27 (17-3-7 68.52%),11 (0.41)
34,"Polo, Dean",24y 289d,58 (19-2-37 34.48%),13 (0.22),2 (1-0-1 50.00%),2 (1.00)
22,"Ray, Farren",25y 59d,131 (76-4-51 59.54%),44 (0.34),56 (41-3-12 75.89%),12 (0.21)
12,"Riewoldt, Nick",28y 216d,205 (112-5-88 55.85%),451 (2.20),←,
13,"Schneider, Adam",27y 9d,172 (110-3-59 64.83%),208 (1.21),74 (50-2-22 68.92%),109 (1.47)
2,"Siposs, Arryn",18y 177d,3 (1-0-2 33.33%),4 (1.33),←,
3,"Steven, Jack",21y 54d,15 (7-1-7 50.00%),16 (1.07),←,
17,"Winmar, Nick",20y 24d,1 (1-0-0 100.00%),,←,
Totals,Totals,25y 237d,2405 (1393-65-947 57.92%),1878 (0.78),,
C,"Lyon, Ross",44y 194d,106 (66-4-36 64.15%),,←,
