Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Armfield, Dennis",6,,5,11,,,,3.0,,2.0,2.0,2.0,,,,6.0,4.0,,,1.0,,1.0,94.0
28,"Bell, Tom",5,1,11,16,1,,,3.0,2.0,,4.0,7.0,,4.0,,12.0,6.0,,,5.0,,,70.0
21,"Bootsma, Josh",1,1,2,3,,,,3.0,,,,1.0,,1.0,,1.0,2.0,,,2.0,,,87.0
44,"Carrazzo, Andrew",6,1,11,17,,,,2.0,1.0,1.0,3.0,3.0,,1.0,,9.0,8.0,,,1.0,,1.0,82.0
41,"Casboult, Levi",2,3,4,6,,,1.0,1.0,,,,4.0,,3.0,,4.0,2.0,3.0,,1.0,,,89.0
31,"Davies, Marcus",5,1,3,8,,,,3.0,2.0,2.0,,1.0,1.0,1.0,,3.0,4.0,,,4.0,,,88.0
38,"Garlett, Jeff",17,6,3,20,3,1.0,,8.0,,9.0,2.0,4.0,1.0,1.0,,7.0,13.0,,1.0,1.0,4.0,3.0,86.0
4,"Gibbs, Bryce",11,5,9,20,,,,5.0,4.0,2.0,3.0,2.0,,1.0,,7.0,13.0,1.0,,1.0,1.0,1.0,82.0
23,"Henderson, Lachie",8,4,4,12,1,,,1.0,4.0,2.0,,2.0,,1.0,,6.0,5.0,1.0,1.0,4.0,,1.0,86.0
40,"Jamison, Michael",6,3,5,11,,,,3.0,5.0,,,1.0,,1.0,,4.0,6.0,1.0,,10.0,,,95.0
5,"Judd, Chris",12,1,13,25,,1.0,,4.0,2.0,4.0,3.0,2.0,,,,16.0,8.0,,,1.0,,,81.0
8,"Kreuzer, Matthew",9,2,4,13,,,34.0,4.0,,4.0,5.0,1.0,3.0,1.0,,5.0,6.0,,,7.0,,1.0,89.0
15 ↓,"Laidler, Jeremy",3,1,1,4,,,,5.0,1.0,,,2.0,,,,1.0,2.0,,,5.0,,,67.0
9,"Lucas, Kane",12,6,6,18,1,,,1.0,3.0,5.0,2.0,,,,,8.0,12.0,1.0,1.0,2.0,,,85.0
14 ↑,"McLean, Brock",3,,6,9,,,,2.0,,,1.0,1.0,,,,3.0,5.0,,,1.0,,,17.0
3,"Murphy, Marc",16,1,10,26,1,2.0,,1.0,1.0,8.0,6.0,3.0,1.0,,1.0,17.0,8.0,,,,2.0,,83.0
12,"Robinson, Mitch",15,3,3,18,,1.0,,3.0,2.0,6.0,5.0,2.0,2.0,,,10.0,7.0,2.0,,2.0,1.0,1.0,84.0
17,"Rowe, Sam",7,4,4,11,1,,8.0,1.0,1.0,3.0,1.0,,,,,4.0,7.0,,1.0,4.0,,,81.0
6,"Simpson, Kade",11,5,6,17,1,,,2.0,1.0,5.0,2.0,4.0,,1.0,,5.0,13.0,,1.0,1.0,2.0,,89.0
42,"Tuohy, Zach",7,1,1,8,,,,4.0,4.0,,,1.0,,1.0,,4.0,3.0,,,4.0,1.0,,92.0
1,"Walker, Andrew",8,2,2,10,3,1.0,,3.0,4.0,2.0,,2.0,2.0,1.0,,5.0,4.0,,2.0,3.0,,,90.0
13,"Yarran, Chris",12,4,4,16,3,2.0,,2.0,2.0,,1.0,4.0,3.0,3.0,,9.0,6.0,2.0,3.0,2.0,1.0,,84.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,182,55,117,299,15,10.0,43.0,64.0,39.0,55.0,40.0,49.0,13.0,21.0,1.0,146.0,144.0,11.0,10.0,62.0,12.0,9.0,
Opposition,Opposition,233,88,126,359,17,15.0,21.0,62.0,38.0,64.0,37.0,41.0,21.0,13.0,5.0,154.0,195.0,5.0,12.0,57.0,17.0,13.0,
