Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
26,"Bickley, Mark",22y 266d,23 (11-0-12 47.83%),4 (0.17),←,
30,"Fielke, Grantley",30y 39d,39 (15-0-24 38.46%),21 (0.54),23 (11-0-12 47.83%),6 (0.26)
34,"Hart, Ben",17y 292d,5 (3-0-2 60.00%),,←,
3,"Hart, Darel",28y 114d,23 (12-0-11 52.17%),17 (0.74),←,
17,"Hodges, Scott",24y,18 (9-0-9 50.00%),48 (2.67),←,
29,"Ingerson, Anthony",22y 196d,5 (3-0-2 60.00%),7 (1.40),←,
35,"Jameson, Rod",21y 301d,23 (12-0-11 52.17%),62 (2.70),←,
2,"Jarman, Andrew",26y 103d,21 (11-0-10 52.38%),11 (0.52),←,
20,"Klug, John",26y 211d,23 (11-0-12 47.83%),31 (1.35),←,
13,"Lee, Scott",28y 326d,27 (13-0-14 48.15%),5 (0.19),←,
27,"Liptak, Matthew",21y 362d,17 (10-0-7 58.82%),27 (1.59),←,
18,"Maynard, Rodney",25y 218d,27 (13-0-14 48.15%),8 (0.30),←,
10,"McDermott, Chris",28y 174d,26 (13-0-13 50.00%),10 (0.38),←,
11,"McGuinness, Tony",27y 356d,135 (62-2-71 46.67%),133 (0.99),26 (12-0-14 46.15%),25 (0.96)
46,"Patterson, Paul",26y 211d,5 (3-0-2 60.00%),,←,
52,"Rehn, Shaun",20y 253d,10 (5-0-5 50.00%),3 (0.30),←,
39,"Ross, Jonathan",18y 175d,2 (2-0-0 100.00%),,←,
36,"Sanderson, Brenton",18y 59d,1 (1-0-0 100.00%),1 (1.00),←,
40,"Schwerdt, Stephen",23y 334d,2 (2-0-0 100.00%),,←,
33,"Weidemann, Wayne",25y 188d,10 (4-0-6 40.00%),1 (0.10),←,
Totals,Totals,24y 118d,442 (215-2-225 48.64%),389 (0.88),,
C,"Cornes, Graham",44y 26d,27 (13-0-14 48.15%),,←,
