Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",28y 211d,175 (71-2-102 41.14%),39 (0.22),←,
4,"Aish, James",18y 218d,12 (3-0-9 25.00%),3 (0.25),←,
17,"Beams, Claye",22y 286d,19 (6-0-13 31.58%),15 (0.79),←,
8,"Bewick, Rohan",24y 247d,53 (22-0-31 41.51%),43 (0.81),←,
16,"Brown, Jonathan",32y 228d,256 (145-3-108 57.23%),594 (2.32),←,
42,"Clarke, Justin",20y 208d,26 (10-0-16 38.46%),1 (0.04),←,
33,"Close, Michael",19y 319d,5 (0-0-5 0.00%),4 (0.80),←,
27,"Gardiner, Darcy",18y 265d,8 (3-0-5 37.50%),1 (0.13),←,
41,"Golby, Mitch",22y 254d,49 (19-0-30 38.78%),6 (0.12),←,
6,"Green, Josh",21y 294d,44 (20-0-24 45.45%),54 (1.23),←,
11,"Hanley, Pearce",25y 211d,86 (29-0-57 33.72%),31 (0.36),←,
2,"Harwood, Ryan",22y 311d,47 (19-0-28 40.43%),4 (0.09),←,
36,"Maguire, Matt",30y 15d,159 (78-1-80 49.37%),20 (0.13),60 (24-0-36 40.00%),1 (0.02)
12,"Martin, Stefan",27y 209d,64 (16-1-47 25.78%),27 (0.42),7 (2-0-5 28.57%),4 (0.57)
32,"Mayes, Sam",20y 25d,29 (13-0-16 44.83%),20 (0.69),←,
47,"OBrien, Zac",23y 230d,3 (2-0-1 66.67%),1 (0.33),←,
22,"Paparone, Marco",19y 284d,17 (5-0-12 29.41%),12 (0.71),←,
24,"Patfull, Joel",29y 189d,172 (69-3-100 40.99%),23 (0.13),←,
30,"Redden, Jack",23y 187d,110 (40-1-69 36.82%),50 (0.45),←,
38,"Rockliff, Tom",24y 112d,93 (31-0-62 33.33%),49 (0.53),←,
28,"Taylor, Lewis",19y 117d,12 (3-0-9 25.00%),7 (0.58),←,
15,"Zorko, Dayne",25y 125d,50 (21-0-29 42.00%),52 (1.04),←,
Totals,Totals,23y 273d,1489 (625-11-853 41.97%),1056 (0.71),,
C,"Leppitsch, Justin",38y 256d,12 (3-0-9 25.00%),,←,
