Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
47,"Beams, Ben",21y 257d,15 (7-0-8 46.67%),12 (0.80),←,
32,"Bruce, Cameron",20y 213d,8 (5-0-3 62.50%),10 (1.25),←,
21,"Febey, Steven",30y 255d,225 (114-0-111 50.67%),33 (0.15),←,
18,"Green, Brad",19y 48d,7 (5-0-2 71.43%),9 (1.29),←,
4,"Grgic, Brent",20y 205d,49 (21-0-28 42.86%),27 (0.55),←,
27,"Ingerson, Anthony",30y 200d,131 (52-0-79 39.69%),40 (0.31),94 (36-0-58 38.30%),15 (0.16)
36,"Leoncelli, Andrew",25y 288d,72 (30-0-42 41.67%),23 (0.32),←,
35,"McDonald, Anthony",27y 322d,62 (26-0-36 41.94%),27 (0.44),←,
23,"McDonald, James",23y 208d,49 (24-0-25 48.98%),21 (0.43),←,
9,"Neitz, David",25y 99d,145 (64-0-81 44.14%),219 (1.51),←,
14,"Pitt, Steven",26y 283d,14 (8-0-6 57.14%),14 (1.00),1 (1-0-0 100.00%),
7,"Powell, Stephen",23y 236d,38 (24-1-13 64.47%),28 (0.74),8 (5-0-3 62.50%),7 (0.88)
43,"Rigoni, Guy",25y 278d,53 (27-0-26 50.94%),17 (0.32),←,
24,"Robertson, Russell",21y 158d,40 (20-0-20 50.00%),47 (1.17),←,
5,"Schwarz, David",27y 281d,122 (52-1-69 43.03%),195 (1.60),←,
46,"Simmonds, Troy",21y 292d,13 (5-0-8 38.46%),3 (0.23),←,
42,"Walsh, Peter",23y 281d,26 (10-0-16 38.46%),4 (0.15),←,
31,"Wheatley, Paul",19y 18d,3 (3-0-0 100.00%),2 (0.67),←,
45,"Whelan, Matthew",20y 169d,5 (4-0-1 80.00%),,←,
34,"White, Jeff",23y 71d,83 (38-0-45 45.78%),43 (0.52),51 (25-0-26 49.02%),25 (0.49)
22,"Woewodin, Shane",23y 293d,77 (31-0-46 40.26%),30 (0.39),←,
13,"Yze, Adem",22y 222d,102 (41-0-61 40.20%),46 (0.45),←,
Totals,Totals,23y 329d,1339 (611-2-726 45.63%),850 (0.63),,
C,"Daniher, Neale",39y 75d,55 (27-0-28 49.09%),,←,
