Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Bizzell, Clint",12,7.0,3,15,5.0,2.0,,1.0,,4.0,1.0,,2.0,1.0,3.0,11,3,5.0,6.0,,,,
8,"Burns, Ronnie",7,3.0,4,11,2.0,2.0,,2.0,,2.0,1.0,2.0,,,,2,9,,1.0,3.0,1.0,,
14,"Clarke, David",6,2.0,4,10,1.0,1.0,,1.0,,5.0,,,,1.0,,2,8,,,,,,
44,"Enright, Corey",11,5.0,5,16,,,,1.0,2.0,3.0,1.0,1.0,,1.0,,3,13,1.0,,2.0,,,
7,"Graham, Ben",10,7.0,5,15,2.0,1.0,3.0,,1.0,2.0,5.0,1.0,1.0,2.0,,11,4,3.0,3.0,,,,
37,"Harley, Tom",4,2.0,4,8,,,,,3.0,,,2.0,,1.0,,5,3,,,,,,
32,"Hocking, Garry",11,3.0,6,17,,1.0,,1.0,,8.0,4.0,1.0,1.0,,,9,8,,,,,,
13,"Kilpatrick, Glenn",11,5.0,3,14,,,,4.0,,5.0,1.0,2.0,1.0,1.0,,5,10,,,,,,
18,"Kingsley, Kent",6,3.0,2,8,,,,,1.0,,1.0,1.0,,,,1,7,,,1.0,,,
45,"Ling, Cameron",12,5.0,10,22,,1.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5,16,,1.0,2.0,,,
17,"McGrath, Tim",9,1.0,9,18,,,1.0,1.0,1.0,2.0,,,,,,7,12,,,,,,
31,"Mensch, David",8,3.0,5,13,,,3.0,2.0,1.0,2.0,3.0,1.0,1.0,,,6,6,1.0,,3.0,1.0,,
39,"Milburn, Darren",14,9.0,8,22,,,1.0,2.0,1.0,,2.0,,3.0,,1.0,13,10,1.0,,3.0,2.0,,
21,"Mooney, Cameron",6,5.0,13,19,1.0,1.0,12.0,3.0,,2.0,6.0,,1.0,2.0,,11,8,2.0,2.0,3.0,,,
20,"Murphy, Justin",10,2.0,15,25,,1.0,,1.0,1.0,1.0,5.0,4.0,1.0,3.0,,8,17,,,,,,
34,"Rahilly, James",9,3.0,7,16,,1.0,,2.0,1.0,3.0,4.0,1.0,1.0,1.0,,8,8,,1.0,1.0,,,
15,"Riccardi, Peter",10,3.0,6,16,,1.0,,2.0,,4.0,2.0,1.0,1.0,,,6,9,,1.0,1.0,1.0,,
27,"Sanderson, Brenton",6,3.0,1,7,,,,1.0,1.0,1.0,,1.0,,,,3,4,1.0,,1.0,,,
30,"Scarlett, Matthew",9,1.0,4,13,1.0,,,1.0,5.0,1.0,1.0,1.0,,1.0,,5,7,,1.0,,2.0,,
12,"Sholl, Brad",10,5.0,2,12,1.0,,,,2.0,2.0,2.0,1.0,,1.0,,1,11,,1.0,,1.0,,
6,"Spriggs, David",5,,5,10,,,,2.0,,2.0,3.0,,,1.0,,4,7,,,,,,
19,"White, Mitchell",9,7.0,9,18,3.0,3.0,,1.0,,5.0,2.0,2.0,,,,5,14,1.0,1.0,1.0,,,
Totals,Totals,195,84.0,130,325,16.0,15.0,20.0,31.0,21.0,55.0,45.0,23.0,14.0,17.0,6.0,131,194,15.0,18.0,21.0,8.0,,
Opposition,Opposition,158,60.0,112,270,14.0,9.0,26.0,31.0,30.0,40.0,33.0,14.0,17.0,14.0,,122,152,18.0,12.0,16.0,11.0,,
