Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
7,"Ash, Lachie",19y 336d,22 (12-0-10 54.55%),1 (0.05),←,
44,"Buckley, Jack",23y 157d,12 (5-0-7 41.67%),,←,
21,"Buntine, Matt",27y 216d,65 (34-0-31 52.31%),3 (0.05),←,
13,"Cumming, Isaac",22y 285d,20 (10-0-10 50.00%),,←,
31,"Finlayson, Jeremy",25y 103d,59 (34-2-23 59.32%),79 (1.34),←,
30,"Flynn, Matt",23y 252d,6 (1-0-5 16.67%),2 (0.33),←,
12,"Green, Tom",20y 120d,15 (8-0-7 53.33%),8 (0.53),←,
19,"Haynes, Nick",29y 5d,152 (74-3-75 49.67%),9 (0.06),←,
37,"Hill, Bobby",21y 103d,23 (12-0-11 52.17%),18 (0.78),←,
27,"Himmelberg, Harry",25y 15d,91 (55-1-35 60.99%),105 (1.15),←,
2,"Hopper, Jacob",24y 106d,94 (56-1-37 60.11%),36 (0.38),←,
39,"Idun, Connor",20y 298d,12 (6-0-6 50.00%),,←,
22,"Kelly, Josh",26y 100d,142 (79-2-61 56.34%),91 (0.64),←,
38,"Lloyd, Daniel",29y 94d,54 (30-3-21 58.33%),41 (0.76),←,
41,"Mumford, Shane",34y 322d,207 (135-4-68 66.18%),53 (0.26),107 (66-2-39 62.62%),14 (0.13)
33,"OHalloran, Xavier",20y 316d,11 (6-0-5 54.55%),4 (0.36),←,
50,"Reid, Sam",31y 197d,98 (54-3-41 56.63%),31 (0.32),88 (48-3-37 56.25%),30 (0.34)
26,"Riccardi, Jake",21y 197d,10 (5-0-5 50.00%),11 (1.10),←,
28,"Sproule, Zach",23y 11d,4 (2-0-2 50.00%),6 (1.50),←,
14,"Taranto, Tim",23y 115d,84 (49-1-34 58.93%),31 (0.37),←,
15,"Taylor, Sam",22y 18d,44 (28-0-16 63.64%),1 (0.02),←,
8,"Ward, Callan",31y 43d,234 (105-3-126 45.51%),113 (0.48),174 (73-3-98 42.82%),80 (0.46)
6,"Whitfield, Lachie",26y 309d,154 (76-3-75 50.32%),62 (0.40),←,
Totals,Totals,24y 352d,1613 (876-26-711 54.31%),705 (0.44),,
C,"Cameron, Leon",48y 263d,170 (92-3-75 55.00%),,←,
