Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
3,"Bartram, Clint",20y 56d,26 (13-1-12 51.92%),6 (0.23),←,
21,"Bell, Daniel",22y 365d,49 (20-1-28 41.84%),1 (0.02),←,
32,"Bruce, Cameron",28y 195d,166 (78-1-87 47.29%),185 (1.11),←,
41,"Carroll, Nathan",27y 175d,66 (23-1-42 35.61%),1 (0.02),←,
36,"Davey, Aaron",24y 307d,86 (42-1-43 49.42%),122 (1.42),←,
14,"Dunn, Lynden",20y 334d,26 (11-0-15 42.31%),25 (0.96),←,
18,"Green, Brad",27y 30d,170 (81-1-88 47.94%),211 (1.24),←,
40,"Jamar, Mark",24y 247d,53 (23-1-29 44.34%),17 (0.32),←,
17,"Johnson, Chris",22y 78d,23 (8-0-15 34.78%),,←,
2,"Jones, Nathan",20y 83d,33 (8-1-24 25.76%),13 (0.39),←,
23,"McDonald, James",31y 190d,202 (92-1-109 45.79%),48 (0.24),←,
5,"McLean, Brock",22y 32d,65 (31-1-33 48.46%),30 (0.46),←,
7,"Miller, Brad",24y 281d,95 (38-1-56 40.53%),35 (0.37),←,
10,"Morton, Cale",18y 85d,4 (0-0-4 0.00%),2 (0.50),←,
9,"Neitz, David",33y 81d,305 (140-0-165 45.90%),631 (2.07),←,
27,"Rivers, Jared",23y 177d,66 (33-1-32 50.76%),4 (0.06),←,
24,"Robertson, Russell",29y 140d,209 (101-1-107 48.56%),387 (1.85),←,
12,"Sylvia, Colin",22y 156d,55 (23-1-31 42.73%),31 (0.56),←,
31,"Wheatley, Paul",27y,117 (57-0-60 48.72%),33 (0.28),←,
45,"Whelan, Matthew",28y 151d,129 (63-1-65 49.22%),13 (0.10),←,
34,"White, Jeff",31y 53d,257 (120-1-136 46.89%),110 (0.43),225 (107-1-117 47.78%),92 (0.41)
39,"Wonaeamirri, Austin",19y 193d,2 (0-0-2 0.00%),2 (1.00),←,
Totals,Totals,25y 6d,2204 (1005-16-1183 45.60%),1907 (0.87),,
C,"Bailey, Dean",41y 85d,4 (0-0-4 0.00%),,←,
