Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",20y 284d,31 (13-0-18 41.94%),6 (0.19),←,
46,"Begley, Colm",19y 360d,2 (0-0-2 0.00%),,←,
20,"Black, Simon",27y 145d,190 (121-1-68 63.95%),124 (0.65),←,
36,"Bradshaw, Daniel",27y 278d,180 (104-2-74 58.33%),362 (2.01),177 (101-2-74 57.63%),362 (2.05)
39,"Drummond, Josh",23y 129d,21 (10-0-11 47.62%),12 (0.57),←,
4,"Fixter, Ben",25y 64d,45 (20-0-25 44.44%),10 (0.22),18 (6-0-12 33.33%),2 (0.11)
2,"Johnson, Chris",30y 88d,251 (123-3-125 49.60%),160 (0.64),192 (116-3-73 61.20%),93 (0.48)
27,"Keating, Clark",30y 160d,138 (88-2-48 64.49%),83 (0.60),124 (78-1-45 63.31%),74 (0.60)
21,"Merrett, Daniel",21y 257d,23 (9-0-14 39.13%),16 (0.70),←,
15,"Michael, Mal",29y 63d,200 (110-1-89 55.25%),28 (0.14),139 (89-1-49 64.39%),5 (0.04)
10,"Moody, Matthew",20y 337d,24 (8-0-16 33.33%),14 (0.58),←,
8,"Notting, Tim",27y 309d,155 (97-1-57 62.90%),111 (0.72),←,
41,"Pask, Martin",21y 236d,7 (2-0-5 28.57%),4 (0.57),←,
24,"Patfull, Joel",21y 262d,14 (5-0-9 35.71%),3 (0.21),←,
6,"Power, Luke",26y 230d,175 (108-1-66 62.00%),176 (1.01),←,
29,"Roe, Jason",22y 166d,15 (5-0-10 33.33%),3 (0.20),←,
5,"Scott, Brad",30y 115d,167 (94-2-71 56.89%),45 (0.27),145 (86-2-57 60.00%),39 (0.27)
28,"Selwood, Troy",22y 117d,33 (14-0-19 42.42%),5 (0.15),←,
11,"Sherman, Justin",19y 212d,40 (16-0-24 40.00%),26 (0.65),←,
32,"Stiller, Cheynee",20y 115d,12 (3-0-9 25.00%),4 (0.33),←,
3,"Voss, Michael",31y 50d,288 (167-2-119 58.33%),245 (0.85),209 (129-1-79 61.96%),173 (0.83)
31,"Wood, Cameron",19y 175d,7 (1-0-6 14.29%),,←,
Totals,Totals,24y 205d,2018 (1118-15-885 55.40%),1437 (0.71),,
C,"Matthews, Leigh",54y 178d,416 (248-6-162 60.34%),,192 (123-1-68 64.32%),
