Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ablett, Gary",16,,4,20,,1.0,,6.0,,7.0,5.0,3.0,3.0,,,10.0,8.0,,,,1.0,,93.0
44,"Bock, Nathan",11,8,6,17,,,2.0,1.0,3.0,,1.0,3.0,1.0,1.0,,6.0,10.0,,,4.0,2.0,,100.0
3,"Brennan, Jared",22,7,8,30,1,2.0,1.0,4.0,3.0,8.0,14.0,3.0,4.0,,3.0,21.0,8.0,3.0,1.0,6.0,,,71.0
19,"Daye, Joseph",5,3,5,10,1,1.0,,2.0,,3.0,,2.0,,1.0,,1.0,8.0,,,,1.0,,70.0
39,"Day, Sam",1,2,6,7,,,1.0,1.0,,,,1.0,,,,6.0,1.0,1.0,1.0,3.0,,,86.0
47 ↓,"Gorringe, Daniel",1,,,1,,,1.0,,,1.0,,,,,,,1.0,,,,,,7.0
5,"Harbrow, Jarrod",15,3,6,21,,,,4.0,6.0,3.0,2.0,5.0,,,,7.0,11.0,,,6.0,2.0,,96.0
21,"Harris, Daniel",12,4,11,23,1,1.0,,2.0,1.0,3.0,5.0,2.0,1.0,,,13.0,11.0,1.0,2.0,4.0,,1.0,79.0
7,"Hunt, Karmichael",,1,4,4,,,,1.0,,,,2.0,,2.0,,2.0,2.0,,,3.0,,,97.0
34,"Hutchins, Jack",1,1,6,7,,,1.0,1.0,1.0,,,1.0,,1.0,,3.0,3.0,,,2.0,,,98.0
36,"Iles, Sam",9,3,7,16,1,,,2.0,1.0,2.0,1.0,2.0,1.0,,,4.0,12.0,,,1.0,,,77.0
14,"Krakouer, Nathan",9,5,7,16,5,1.0,,5.0,1.0,1.0,3.0,3.0,1.0,1.0,,10.0,7.0,1.0,2.0,1.0,1.0,2.0,97.0
46,"Lynch, Tom",12,9,5,17,2,,4.0,1.0,,2.0,1.0,4.0,2.0,,,10.0,7.0,3.0,2.0,3.0,,1.0,87.0
32,"Matera, Brandon",10,,,10,2,2.0,,4.0,,3.0,,1.0,2.0,1.0,,7.0,2.0,,,2.0,,,93.0
18,"McKenzie, Trent",10,2,4,14,1,,1.0,3.0,,6.0,4.0,2.0,2.0,,,6.0,8.0,,,1.0,,,67.0
43,"Patrick, Liam",9,6,1,10,2,,,5.0,1.0,1.0,,1.0,,,,4.0,6.0,1.0,1.0,1.0,2.0,,82.0
35,"Rischitelli, Michael",20,3,9,29,,2.0,,10.0,2.0,10.0,8.0,1.0,2.0,,,14.0,15.0,,,2.0,,,80.0
26,"Shaw, Matt",6,5,5,11,1,,,,,2.0,,1.0,,,,1.0,10.0,,1.0,1.0,1.0,1.0,92.0
2,"Smith, Zac",11,7,11,22,,1.0,17.0,2.0,1.0,5.0,6.0,4.0,4.0,1.0,2.0,12.0,9.0,,,2.0,,2.0,90.0
25,"Stanley, Danny",7,1,6,13,1,2.0,,5.0,1.0,1.0,2.0,2.0,,1.0,,6.0,7.0,1.0,1.0,1.0,,,85.0
24,"Swallow, David",12,,9,21,,1.0,,5.0,1.0,4.0,8.0,2.0,3.0,1.0,,15.0,5.0,,,3.0,,1.0,69.0
20 ↑,"Toy, Josh",7,1,2,9,,,,2.0,3.0,,,1.0,1.0,1.0,,1.0,6.0,,,2.0,,,84.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,206,71,122,328,18,16.0,28.0,66.0,25.0,62.0,60.0,46.0,27.0,11.0,5.0,159.0,157.0,11.0,11.0,48.0,10.0,8.0,
Opposition,Opposition,177,68,156,333,17,14.0,63.0,67.0,39.0,45.0,30.0,53.0,11.0,27.0,1.0,136.0,187.0,10.0,11.0,66.0,5.0,11.0,
